index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz_mean;aspect_ratio_xz_std;aspect_ratio_xz_max;aspect_ratio_yz_mean;aspect_ratio_yz_std;aspect_ratio_yz_max;aspect_ratio_xy_mean;aspect_ratio_xy_std;aspect_ratio_xy_max;aspect_ratio_circ_mean;aspect_ratio_circ_std;aspect_ratio_circ_max;aspect_ratio_frontal_xy_mean;aspect_ratio_frontal_xy_std;aspect_ratio_frontal_xy_max;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;4.1011;3.06018;16.3671;5.348410878;3.349303023;0.816684066;8.285284879;1.05449353;0.485647219;0.52925142;0.3676363;0.219326575;0.178514545;3.12708828;0.563046534;2.964752372;2.369140145;2.369140145;1.160213114;1.743414599;0.589630532;2.470508369;;4.527142035;1.353936681;3.705824039;2.209587122;2.209587122;1.094324;3.260767999;1.011268587;3.564266313
2;1;4.06689;8.28657;29.8831;3.6062086;2.509058638;0.616947751;8.698733162;1.237681738;0.47728504;1.028636624;0.633219189;0.341302083;0.399860581;2.195213583;0.636388817;2.572488192;3.047686464;3.047686464;2.417301673;1.002759766;0.265756276;1.20431512;;;;;;;;;;
3;1;4.03481;8.30255;29.7093;3.578334367;2.379495907;0.589741749;9.338572481;1.242350653;0.455642044;1.042327396;0.63523534;0.318640903;0.407046181;2.156611645;0.572698561;2.560710419;3.057267114;3.057267114;2.439487857;0.878720721;0.230798591;1.110474356;;;;;;;;;;
4;1;3.99835;8.42667;29.2795;3.474622834;2.14330048;0.536046239;9.769943814;1.346759991;0.329232653;1.103990896;0.616520738;0.273318036;0.392040467;2.480624119;0.892400218;2.816012606;3.205272054;3.205272054;2.49825553;0.930542815;0.175985409;1.224345541;;;;;;;;;;
5;1;3.93642;8.12556;28.6093;3.520901944;2.094444332;0.532068309;10.14805555;1.37745967;0.330730627;1.130416216;0.597441655;0.245776414;0.377039798;2.568377236;0.860717269;2.998135006;3.232876403;3.232876403;2.520793005;0.908547749;0.16145982;1.268701316;;;;;;;;;;
6;0;3.88767;9.6022;28.7543;2.994553332;1.951125544;0.501875299;10.34621986;1.309277142;0.297346998;1.10612269;0.714612475;0.273015931;0.448345924;2.024630841;0.685640904;2.46711887;3.249751698;3.249751698;2.580568824;0.772819776;0.127608302;1.107482928;;;;;;;;;;
7;0;3.84564;9.13431;27.9944;3.064752565;1.899846523;0.494026098;10.71940693;1.325937723;0.308818464;1.122593378;0.682278985;0.239499244;0.430719724;2.11250287;0.678463807;2.606319877;3.234339675;3.234339675;2.588404011;0.846536198;0.135379777;1.214180451;;;;;;;;;;
8;1;3.81027;8.34989;26.5106;3.174963982;1.974403341;0.518179379;10.95985839;1.200703692;0.345004244;0.828559918;0.703901141;0.248263103;0.365172809;1.7951294;0.366719369;2.268952938;3.026707531;3.026707531;2.017914741;0.81069489;0.184226278;1.433997385;;;;;;;;;;
9;1;3.77642;6.27555;22.5523;3.593677048;1.930157208;0.511107665;11.42062215;1.143694236;0.316379389;0.699855948;0.574237305;0.184161435;0.303022439;2.057197397;0.308280061;2.309584564;2.756384895;2.756384895;1.588541529;0.931692233;0.198560648;1.698580841;;;;;;;;;;
