index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz;aspect_ratio_yz;aspect_ratio_xy;aspect_ratio_circ
1;0;3.73409;3.70498;16.3418;4.41076605001916;2.75093923759786;0.736709409145965;9.70719964958546;0.418248890626632;0.230080421200346;1.81783781707543;1.38826594966913
2;1;3.7298;3.4951;15.7306;4.50075820434322;3.63567554534414;0.974764208628918;6.76980392178763;0.268683843637729;0.233686792857526;1.14976049930875;1.54277977371441
3;1;3.75848;3.83845;16.6142;4.32836170850213;2.9414881617699;0.782627062474697;7.41700378357304;0.310780155807667;0.226402162576361;1.37269075644473;1.55042463974798
4;1;3.72679;3.5726;16.0417;4.49020321334602;2.78900614335486;0.748366863535338;11.0351836925078;0.322867668959077;0.215676762039181;1.49699794222812;1.54914014473582
5;1;3.78204;2.90107;15.0933;5.20266660232259;2.70226323279728;0.714498850566698;12.4381016902917;0.298882878023501;0.23330081120242;1.28110518125965;1.41064875040983
6;1;3.86244;2.33371;14.9009;6.38506926738969;2.42142882406738;0.626916877431723;13.9688367031192;0.317774256687483;0.226238854195793;1.40459629632173;1.31996613539628
7;1;3.64194;2.26232;15.2081;6.72234697125075;2.02788821958671;0.55681538399499;14.5716992225077;0.374220058540229;0.229866499722675;1.62798867599981;1.44547960702263
8;1;3.44593;2.09737;14.0482;6.69800750463676;2.1986671115888;0.638047526092751;12.3434981553084;0.441713557733326;0.243816618445528;1.81166304638914;1.26697872562704
9;0;3.50584;1.89618;13.366;7.04890885886361;2.46592655580538;0.703376810067024;10.173913898416;0.366500182552541;0.227426237363941;1.61151231625947;1.38975537959519
10;1;3.72264;1.66047;12.9927;7.824712280258;2.21864256654046;0.595986334037259;10.9661243417793;0.362716244385705;0.21726731566845;1.66944688974392;1.06046784002751
11;1;3.6871;1.6752;12.3709;7.38473018147087;2.25960716103789;0.612841301032761;9.27130585469824;0.395503783461257;0.219056982452334;1.80548357342281;1.06077676222505
12;0;3.69217;1.99668;12.9809;6.50124206182263;2.29681351623499;0.622076858929841;10.5759251186442;0.417601031371795;0.222591592478136;1.87608627407081;1.08011277920572
13;1;3.70711;1.94769;13.8849;7.12890655083715;2.32253130555441;0.626507253778391;12.8936630091274;0.480069380191038;0.217260885163915;2.20964477719422;1.14710380862721
14;1;3.6776;1.76821;13.6737;7.73307469135453;2.33020497607109;0.633621105087855;8.35714315591187;0.578662442897542;0.223973243419621;2.58362308846597;1.33124320208832
15;1;3.59149;2.03673;13.3459;6.55261129359316;2.93561382570761;0.817380481557127;6.20205455334914;0.43654834066084;0.218149291798112;2.00114489055893;1.14004215520578
16;1;3.73681;2.16786;14.1772;6.53972119970847;2.79486384775089;0.747927737227981;8.03894295518813;0.459645258924056;0.209867507312387;2.19016876318961;1.2149105788092
17;0;3.64391;2.39144;17.0149;7.11491820827619;2.53172967825803;0.694783811416317;7.1342784684691;0.308129728780349;0.238013836785211;1.29458746156179;1.60553910497241
18;1;3.63359;1.86496;12.9361;6.9363954186685;3.00012325825734;0.825663670985812;9.14204015341613;0.334830842224907;0.229554242498466;1.45861317386519;1.10456875982155
19;1;3.57899;2.01499;13.5046;6.70206800033747;2.79464105327254;0.780846287157141;10.0266678208;0.444156032847256;0.233835523429794;1.8994378028307;1.20627327821536
20;1;3.53774;2.07058;14.2841;6.89859846033479;2.67580587615143;0.756360240196122;14.8547937610534;0.514394217777451;0.24417650816623;2.10664908610808;1.26230587889444
21;1;3.64018;2.12313;14.0808;6.63209506718854;2.35858615632787;0.647931189207093;16.5038779781254;0.48701849908521;0.226498140201858;2.15020970437626;1.2014982775577
22;1;3.79351;2.19103;14.1582;6.46189235199883;2.2452527282096;0.591866827347126;16.3263927014277;0.400866743464496;0.22327079670279;1.79542846348202;1.11683375027349
23;1;3.84129;2.14286;14.1564;6.60631119158508;2.11785428516757;0.551339337870238;16.509151215419;0.455578985184665;0.212327629520291;2.14564155505314;1.13151050818866
24;1;3.80666;2.18894;14.4149;6.5853335404351;2.20995009485488;0.580548327104307;16.1347621498365;0.473302317517194;0.215776822726485;2.19348079898806;1.17224548554376
25;1;3.78787;2.55523;15.1991;5.94823166603398;2.22373657832029;0.587067818673895;15.3836207275493;0.485730502894767;0.214792746319171;2.26139155636567;1.25362274840478
26;1;3.78552;2.26642;14.9105;6.57887770139692;2.23018304467954;0.589135190060952;14.4307921699984;0.498775069211099;0.216356273378558;2.30534137708313;1.20536148270251
27;1;3.70256;2.34693;14.0571;5.9895693523028;2.384794081948;0.644093298136426;12.8028732889706;0.360152705155352;0.220995203318785;1.62968562098532;1.18782410008211
28;1;3.53415;2.57931;15.409;5.97407833878053;2.41190079561534;0.682455695320047;14.1401840226445;0.507293408598956;0.22845097123778;2.22057890955932;1.48124442935359
29;1;3.57279;2.22232;14.7659;6.64436264804349;2.54842631007829;0.713287461641544;15.8029945917565;0.459572770859748;0.226607217328754;2.0280588424199;1.21195480282916
30;1;3.52226;2.26412;13.9848;6.17670441496034;2.61547663192426;0.742556379121433;17.3781586586061;0.48102808991954;0.2302842493172;2.08884494421917;1.25346510479067
31;1;3.50623;2.46937;14.4655;5.857971871368;2.59246574908742;0.739388388407897;17.9039190034233;0.503269038254764;0.233419941076313;2.15606702638241;1.29247368255933
32;1;3.45188;2.49591;14.1914;5.68586207034709;2.7777139222309;0.804695969219931;18.8754698724449;0.50655787570831;0.241900935142589;2.0940715893046;1.29118625212927
33;1;3.45562;2.66895;15.0767;5.64892560744862;2.7147525753104;0.785605065172211;19.3062668241462;0.458906650615519;0.229155983586158;2.00259510327374;1.28657086137943
34;1;3.5266;2.86355;15.6236;5.45602486424194;2.38020819907286;0.674930017317774;16.2441397131039;0.443510179776555;0.233943458288436;1.89580073331111;1.30535926955141
35;0;3.52738;3.13981;15.8357;5.04352174176144;2.2836703424841;0.647412624237847;11.7601989801931;0.428486298612568;0.241604817173086;1.77350064301739;1.39709075858002
36;1;3.64755;3.48064;16.2416;4.66626827250161;2.09582014486074;0.574582978947714;12.0449855841809;0.417365903140464;0.238201532535538;1.752154567176;1.42590780112678
37;0;3.6624;3.84273;16.3901;4.26522290142685;2.14721419175058;0.58628609429625;10.6813997191691;0.434403123634775;0.236061598951507;1.84021088378721;1.44092398427261
38;1;3.72624;4.45516;17.1961;3.85981648246079;2.08885100399786;0.560578761431862;11.371165254965;0.421910558632831;0.227352237107647;1.85575723379869;1.48956320580532
39;1;3.58664;4.73988;17.7021;3.7347148029064;1.90250647385344;0.530442551762496;11.5095731552791;0.5212630763054;0.241029208395601;2.1626552224735;1.58166696406665
40;1;3.69676;5.06756;18.7745;3.70484019922803;1.82026614589266;0.492395001539904;13.4873510746821;0.626067150694121;0.237249645635638;2.63885389171717;1.62715458942425
41;1;3.92279;5.2023;19.1335;3.67789247063799;1.88258481651828;0.479909660348445;13.3173283963768;0.524666117737631;0.247745864550486;2.11775933652654;1.63671774425855
42;0;3.98629;5.23065;19.3758;3.70428149465172;2.0273281298808;0.508575173878669;11.9424978969213;0.42321883254856;0.230578808867393;1.83546282777424;1.63660697039102
43;1;4.15808;4.62459;18.8889;4.08444856733245;2.11512463504607;0.508678196438277;11.3947855745234;0.368185556795444;0.209905052331845;1.75405762131617;1.5123254001847
44;1;4.15273;3.82635;18.0335;4.71297711918669;2.1721340591168;0.523061710998981;10.1349112959782;0.33906947959535;0.209497125987001;1.61849227285528;1.43288391010251
45;1;4.09622;3.29121;17.5049;5.31868218679452;2.24848271119406;0.548916491593239;8.71934789133986;0.353738080474193;0.196856858274214;1.79693043755402;1.37779709097656
46;1;4.06825;3.0486;17.2147;5.64675588794857;2.16509680816073;0.532193647922504;9.4247109562849;0.372984452774535;0.202065753087937;1.84585684152136;1.33620844343391
47;1;4.11134;3.14466;17.5196;5.57122232610203;2.05239175786044;0.499202634143721;11.4650462937718;0.439580039597795;0.212651106451911;2.06714202870702;1.31301716715232
48;1;4.17639;3.08262;17.0825;5.54155231588714;1.94219869815763;0.465042464462761;12.2843857496774;0.448787589281652;0.200886172028953;2.2340392310177;1.22100187003608
49;1;4.41844;3.45121;17.9582;5.2034503840682;2.09270046909675;0.473628807700624;12.5137547802487;0.506583771647912;0.200224966277691;2.53007295276721;1.22719783452983
50;1;4.37993;3.4401;17.9433;5.21592395569896;2.09979938757927;0.479413914738198;12.9283529656566;0.548442555018003;0.183414118490478;2.9901872305783;1.25851783019363
51;1;4.32493;3.12024;17.1067;5.48249493628695;1.90055358283544;0.439441466760258;13.5607086980478;0.462135572136428;0.19060077272927;2.42462591058247;1.17725373589862
52;1;4.17828;2.82846;16.2465;5.74393839757324;1.84414147382455;0.441363784577518;13.8313947329934;0.430424480886872;0.193480810285572;2.22463654277434;1.22861799592177
53;1;4.15946;2.59309;15.9045;6.13341611745061;1.79881808981299;0.43246433186351;13.3263123958009;0.411512792525953;0.196462761993143;2.09460962653225;1.24984974011049
54;1;4.25454;2.43688;15.4209;6.3281326942648;1.80015897889125;0.423114832365249;13.348452747532;0.414757412082152;0.190555970798253;2.17656476648148;1.14137838638255
55;1;4.69526;2.47699;15.9423;6.43615840193138;2.08141961974833;0.443302313343314;11.7735262687234;0.338566767335568;0.186527902608162;1.81509984619724;0.99506523600397
56;1;4.74961;2.13466;15.306;7.17022851414277;2.18713173085161;0.46048659381541;12.3635796095944;0.32748583567914;0.175081743553681;1.87047392282069;0.960449384265234
