index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz_mean;aspect_ratio_xz_std;aspect_ratio_xz_max;aspect_ratio_yz_mean;aspect_ratio_yz_std;aspect_ratio_yz_max;aspect_ratio_xy_mean;aspect_ratio_xy_std;aspect_ratio_xy_max;aspect_ratio_circ_mean;aspect_ratio_circ_std;aspect_ratio_circ_max;aspect_ratio_frontal_xy_mean;aspect_ratio_frontal_xy_std;aspect_ratio_frontal_xy_max;;;;;;;;;;
18;1;5.08061;3.58816;25.0976;6.994559886;2.400980821;0.472577273;2.489333215;0.895434284;0.129086384;0.626277947;0.117810075;0.035232275;0.097962253;7.964478887;1.810651621;6.393053758;1.855580011;1.855580011;1.305727068;2.162072142;0.760238496;2.11102092;;;;;;;;;;
19;0;5.08487;1.26865;11.5269;9.085957514;3.095435467;0.608754101;2.166660545;0.448670115;0.26582108;0.240542433;0.10126347;0.038103224;0.093566601;4.272707253;1.695507912;2.570815135;0.971072382;0.971072382;0.563611262;2.540867858;0.771009713;2.08366157;;;;;;;;;;
20;1;5.08376;1.50842;13.5569;8.987483592;3.259901472;0.641238271;2.083550669;0.566384732;0.316732408;0.29305337;0.107313089;0.040155402;0.095626465;5.153360065;2.252149494;3.06456344;1.206577661;1.206577661;0.616103042;3.194960659;0.985480142;2.363889563;;;;;;;;;;
21;1;5.06855;1.52755;13.4285;8.790874276;3.272652546;0.64567826;3.969311717;0.541547383;0.278890642;0.29592053;0.109054925;0.038500661;0.096773239;4.886068467;2.002252792;3.057875637;1.163060423;1.163060423;0.6257549;2.569188195;0.591337721;2.300330275;;;;;;;;;;
22;1;5.06896;1.50702;13.3933;8.887274223;3.185763059;0.628484553;3.595675658;0.541369123;0.275599857;0.300196095;0.106745713;0.035316056;0.095639539;4.993337577;2.060770795;3.138828325;1.160130272;1.160130272;0.632861573;2.698355264;0.634427914;2.353231173;;;;;;;;;;
23;1;5.06474;4.54036;28.267;6.225717784;2.638572545;0.520969002;4.001514596;1.017395312;0.210715134;0.677037123;0.134961893;0.035456429;0.109127023;7.900960932;2.147712566;6.204119776;2.115495889;2.115495889;1.409863093;2.574580287;0.757006654;2.251608468;;;;;;;;;;
24;1;5.05215;4.6825;28.4325;6.072076882;2.642263656;0.522997863;3.585921762;1.020162108;0.190125823;0.682373247;0.142028408;0.034475531;0.111297368;7.494707644;1.907027865;6.131081593;2.130371524;2.130371524;1.425256574;2.20487988;0.586535389;2.164295712;;;;;;;;;;
25;1;5.02948;4.91203;29.0064;5.905175661;2.576369188;0.512253591;3.341686044;1.055155344;0.190654794;0.712878071;0.152469748;0.035424621;0.114128896;7.215964211;1.823027187;6.246253979;2.206210234;2.206210234;1.481872878;2.182675856;0.537861757;2.232836071;;;;;;;;;;
26;1;5.03067;1.1214;10.2358;9.127697521;2.953668898;0.58713231;2.409238026;0.351232554;0.12932922;0.199437053;0.111307628;0.030713306;0.092260872;3.133298592;0.540712667;2.161664519;0.788921102;0.788921102;0.481719135;3.432600051;0.840561492;2.85179711;;;;;;;;;;
27;1;5.00877;1.29168;11.4725;8.8818438;2.761629281;0.551358773;2.464787449;0.543230829;0.126345146;0.363401993;0.120215274;0.034923677;0.097812637;4.616918429;0.561439221;3.71528675;0.756512365;0.756512365;0.465986659;2.586046726;0.516672434;2.349978874;;;;;;;;;;
28;1;4.97632;1.54884;11.8049;7.621768549;2.76070792;0.55476897;1.834315235;0.638680813;0.149679793;0.43379224;0.13431352;0.045462025;0.104131969;4.928199106;0.670005557;4.16579312;0.805644841;0.805644841;0.495856376;2.384259122;0.470430695;2.262635229;;;;;;;;;;
29;1;4.9621;1.38755;11.1564;8.040358906;2.79418511;0.563105361;1.46114975;0.369358463;0.182515224;0.19671369;0.132925329;0.049588504;0.100977006;2.719903662;0.548661126;1.948103812;0.839936322;0.839936322;0.484127688;2.505371433;0.503454943;2.365534529;;;;;;;;;;
30;1;4.91249;1.36021;11.4539;8.420685041;3.103391208;0.631734865;1.413546952;0.455753037;0.311395391;0.215820287;0.135959191;0.057220762;0.100768042;3.064102127;0.862913777;2.141753296;1.007455831;1.007455831;0.474512925;2.682699565;0.516415586;2.397727778;;;;;;;;;;
31;1;4.98945;1.28791;11.6273;9.028037673;3.346365098;0.670688172;1.341741557;0.494263367;0.379788375;0.230628827;0.128094206;0.054406273;0.094185932;3.445035524;1.258246111;2.44865471;1.071269787;1.071269787;0.486688914;2.970755456;0.599036721;2.683459024;;;;;;;;;;
32;1;4.98627;1.13596;11.4477;10.07755555;3.580560312;0.718083921;1.278416692;0.544975757;0.417455042;0.251067431;0.125624839;0.05795354;0.088706388;3.887888817;1.232789353;2.830319637;1.16846442;1.16846442;0.526439603;3.038761768;0.485650122;3.024204524;;;;;;;;;;
33;1;4.98164;1.11054;10.8453;9.765789616;3.472283248;0.697016093;1.596635375;0.477562296;0.337646158;0.200154768;0.12997783;0.064512643;0.088906465;3.465211144;0.827863328;2.251296004;1.040315478;1.040315478;0.46742639;3.400945804;0.562387502;3.182018514;;;;;;;;;;
34;0;4.97232;1.16516;11.0287;9.465395311;3.607511267;0.725518725;1.499979327;0.485496184;0.340474577;0.20056352;0.140176333;0.076086111;0.090416345;3.301679687;0.595221686;2.218221937;1.065861482;1.065861482;0.4712609;2.961627135;0.410994335;3.022245256;;;;;;;;;;
35;1;4.95162;3.98363;28.212;7.081983015;2.593075294;0.523682208;1.889585384;1.108550672;0.191307193;0.740087688;0.176739034;0.097107971;0.100932422;7.442129365;2.44474505;7.332506968;2.326381317;2.326381317;1.518494957;2.553206559;0.436781896;2.894963574;;;;;;;;;;
36;1;4.93578;4.04454;28.1824;6.968011195;2.687999337;0.544594641;1.529226308;1.121693159;0.205256692;0.710232223;0.181075647;0.107342621;0.098892779;7.503009344;2.494323799;7.18184109;2.360014874;2.360014874;1.473878495;2.427065786;0.398486048;2.794877416;;;;;;;;;;
37;1;4.9316;1.38627;12.9341;9.330144921;4.190111296;0.849645408;1.8406644;0.647012729;0.468019501;0.347436735;0.160515538;0.107268358;0.088454457;3.822746318;0.927075645;3.927860126;1.393271939;1.393271939;0.731227188;3.048377342;0.55005505;3.24117995;;;;;;;;;;
38;0;4.92118;1.36836;12.038;8.797392499;4.20643885;0.854762242;1.727401568;0.58217558;0.438985131;0.266428377;0.168569821;0.118298511;0.088558842;3.329719494;0.403966158;3.00848986;1.274615709;1.274615709;0.57558553;2.76367271;0.506917931;3.147117807;;;;;;;;;;
39;1;4.92144;1.41077;12.2287;8.668103234;4.349949938;0.88387747;1.63434722;0.591430633;0.444773921;0.271659717;0.173787762;0.126805418;0.088080724;3.325543758;0.389570656;3.084213027;1.297530957;1.297530957;0.588311551;2.802454953;0.543094856;3.217050687;;;;;;;;;;
40;1;4.90529;1.45083;12.2943;8.473976965;4.562830636;0.930185705;1.494569492;0.601468463;0.469124021;0.27855927;0.181456298;0.139667412;0.088465718;3.258637889;0.358477401;3.148782118;1.322514975;1.322514975;0.604500447;2.719594153;0.56622336;3.164124899;;;;;;;;;;
41;1;4.87009;1.47963;12.338;8.338571129;4.723905994;0.969983305;1.366215255;0.610143153;0.478851763;0.282723523;0.188967442;0.155084684;0.089147428;3.247283442;0.38719247;3.171415344;1.346909342;1.346909342;0.616296619;2.911291617;0.667830096;3.27177328;;;;;;;;;;
42;0;4.84009;1.39966;11.7727;8.411114128;4.91640423;1.01576711;-1.231747578;0.606195393;0.491366153;0.284581485;0.192968362;0.166479343;0.092248491;3.182834869;0.506781802;3.084944601;1.344763817;1.344763817;0.623060728;2.419758461;0.696373848;2.851242242;;;;;;;;;;
43;1;4.84028;1.48728;12.2143;8.212508741;5.000766947;1.033156542;1.011491261;0.612172751;0.501331783;0.281437644;0.198910573;0.176399961;0.098579214;3.189255996;0.364080068;2.854939003;1.357277276;1.357277276;0.623158164;2.474503028;0.622045102;2.614212272;;;;;;;;;;
44;0;4.84065;1.49559;12.5187;8.370409002;5.059939567;1.045301678;0.913806528;0.634702697;0.495929753;0.28678318;0.19753375;0.179973538;0.100876329;3.452803734;0.622182243;2.842918492;1.396726746;1.396726746;0.631789119;2.461515384;0.668079792;2.457720246;;;;;;;;;;
45;1;4.83439;3.93529;29.0053;7.370562271;3.144143876;0.650370342;0.798073352;1.202492385;0.265264303;0.779501447;0.217799076;0.192456088;0.10740052;8.310473631;3.68960276;7.257892669;2.546960599;2.546960599;1.60759889;2.362238628;0.607431653;2.531882685;;;;;;;;;;
46;0;4.83901;1.55816;12.7766;8.199799764;4.970653785;1.027204694;-0.057928311;0.643735611;0.503259597;0.278424306;0.203137175;0.184230526;0.101119031;3.420217367;0.663226631;2.75343132;1.424410205;1.424410205;0.623689556;2.836207254;1.073338124;3.141221624;;;;;;;;;;
47;1;4.85431;1.56308;12.5135;8.005668296;5.085238977;1.047571947;0.716342845;0.620362304;0.516568134;0.279753868;0.199386574;0.180575307;0.09867252;3.259604336;0.378897063;2.835175067;1.37773128;1.37773128;0.623798233;2.424616389;0.622606946;2.557447279;;;;;;;;;;
48;1;4.87269;1.493;12.0606;8.07809779;5.16497812;1.059984961;-1.831518128;0.606974454;0.517838878;0.277189807;0.196259015;0.175159327;0.094831807;3.15402123;0.44715526;2.922962392;1.354572155;1.354572155;0.619860898;2.097069479;0.652314143;2.469046887;;;;;;;;;;
49;1;4.88199;1.5897;12.5927;7.921431717;5.096957199;1.0440327;0.497930127;0.613872821;0.51181258;0.273782003;0.196176156;0.175472923;0.094697859;3.236501474;0.379380288;2.891110803;1.366840641;1.366840641;0.613208958;2.419223349;0.622955773;2.537249575;;;;;;;;;;
50;1;4.89893;1.48923;12.0768;8.109425676;5.196146216;1.060669619;-2.100532873;0.60184568;0.515810229;0.269036504;0.191855488;0.169646665;0.092033975;3.16587346;0.503220902;2.923230302;1.344148156;1.344148156;0.605060697;2.245979046;0.748422235;2.581336444;;;;;;;;;;
51;1;4.91508;1.64361;14.3137;8.708696102;4.6766918;0.951498612;-2.160659584;0.73433907;0.499041843;0.346261098;0.18550299;0.163672904;0.091653442;4.455260178;1.89478567;3.777938839;1.597567592;1.597567592;0.725807108;2.299229143;0.779183346;2.608993882;;;;;;;;;;
52;1;4.92293;1.59392;13.8888;8.713611725;4.668723536;0.948362771;-1.880651494;0.698204356;0.495744778;0.31449848;0.180815093;0.157199599;0.092074232;4.248836085;1.6234232;3.415705697;1.522476752;1.522476752;0.662040695;2.144771045;0.663680134;2.459619436;;;;;;;;;;
53;1;4.94792;1.49451;12.4544;8.333433701;5.091647568;1.029048078;-1.576107129;0.614331117;0.517758556;0.261873676;0.176979804;0.150258705;0.091843845;3.430274372;0.701345225;2.851292591;1.35464959;1.35464959;0.582586218;2.422253519;0.712233652;2.647598342;;;;;;;;;;
54;0;4.94999;1.84554;16.4271;8.900972073;4.872713119;0.984388477;0.594780013;0.892144061;0.659101171;0.438901493;0.175658966;0.148095124;0.092539985;5.195578901;2.03628039;4.742830821;1.898445175;1.898445175;0.92295742;2.67513436;0.584974711;2.743180111;;;;;;;;;;
55;1;4.94815;1.69728;15.5884;9.184342006;5.407313456;1.092794975;-1.589872036;0.86627135;0.691962885;0.483822439;0.167900688;0.13897738;0.090019098;5.018510606;2.504422861;5.374664368;1.848338657;1.848338657;1.008308156;2.529456872;0.648332393;2.730201065;;;;;;;;;;
56;1;4.9322;1.81454;16.513;9.100378057;5.380511678;1.09089487;0.472577898;0.905292927;0.708304268;0.525455578;0.165927304;0.133842832;0.091336118;5.29978314;2.682245331;5.752987871;1.924594274;1.924594274;1.084422773;2.178231348;0.396102493;2.275709897;;;;;;;;;;
57;1;4.94888;4.42319;32.9869;7.457717168;3.302353787;0.667293163;0.506891661;1.424176847;0.419580118;0.815470167;0.17594759;0.13686713;0.094429649;9.862348951;2.615728573;8.635742883;2.963789962;2.963789962;1.660315061;2.451345613;0.458101967;2.733144883;;;;;;;;;;
58;1;4.95003;4.5007;33.5255;7.448952385;3.204607926;0.647391617;0.435973237;1.458307952;0.42389348;0.815720107;0.172594956;0.130199137;0.095088111;10.13072487;2.659769229;8.578570988;3.029384481;3.029384481;1.667181815;2.43630416;0.458617708;2.600838345;;;;;;;;;;
59;1;4.953;4.32934;33.0803;7.64095682;3.228211527;0.651768933;0.609803932;1.424755182;0.40898878;0.824192812;0.166461629;0.123396724;0.09589683;10.19098082;2.603484845;8.594578264;2.963478472;2.963478472;1.673561478;2.716354696;0.501643823;2.816894292;;;;;;;;;;
60;1;4.95123;4.48149;33.4118;7.455511448;3.199123459;0.646127015;0.537842413;1.44943794;0.430043947;0.827589306;0.166016567;0.118435016;0.096346968;10.26071145;2.578897091;8.58967667;3.013934618;3.013934618;1.680321859;3.040899627;0.55599833;3.109094492;;;;;;;;;;
61;1;4.95228;4.27249;33.5104;7.843295128;3.188273175;0.643799053;0.528618698;1.456740575;0.439551667;0.83490776;0.158445776;0.110166125;0.094112611;10.74516784;2.72890465;8.87136966;3.020970343;3.020970343;1.695009167;2.980138936;0.588462454;2.89181929;;;;;;;;;;
62;1;4.9494;4.15947;33.5933;8.076341457;3.198164389;0.64617214;0.559488231;1.470777877;0.46277389;0.83895058;0.152099681;0.101743419;0.092103689;11.17240972;2.79814897;9.108761939;3.042726258;3.042726258;1.703806522;2.885674212;0.561180929;2.844227808;;;;;;;;;;
63;1;4.91205;2.89201;26.5618;9.184546388;3.512007417;0.714977945;0.327945905;1.323079746;0.603897486;0.607391619;0.150558216;0.097922552;0.089706334;9.494717282;1.864986439;6.770888839;2.746575624;2.746575624;1.253450189;1.75866098;0.302367265;1.750868052;;;;;;;;;;
64;1;4.90048;2.89874;26.6744;9.202067105;3.562500672;0.72696974;0.327971617;1.342295765;0.63243005;0.609486826;0.150837245;0.094862911;0.089947515;9.530589066;1.826740386;6.776027369;2.786514698;2.786514698;1.257048289;1.992763399;0.328895945;1.947334988;;;;;;;;;;
65;1;4.88771;2.86945;26.5713;9.26006726;3.56594731;0.72957424;0.226485142;1.34840229;0.650806204;0.607617473;0.153894467;0.096230393;0.091477399;9.36522472;1.797777739;6.642268768;2.802781346;2.802781346;1.253717999;1.695760209;0.26139528;1.758746631;;;;;;;;;;
66;1;4.88885;3.1593;27.876;8.823473554;3.496096497;0.715116335;0.189818042;1.369848404;0.669735256;0.611787844;0.147240758;0.093389491;0.087297422;9.947429991;1.845482386;7.008086058;2.837200905;2.837200905;1.279771316;1.499237394;0.236926767;1.552818287;;;;;;;;;;
67;1;4.92339;1.29732;11.4636;8.836370364;3.630842742;0.737468034;0.150962665;0.465873757;0.262371765;0.21385001;0.148523752;0.096703388;0.093049505;3.263470666;0.519323418;2.298239104;1.038493872;1.038493872;0.50254601;1.585889701;0.276456096;1.530039138;;;;;;;;;;
68;1;4.95738;1.11985;10.6162;9.480019645;3.710559872;0.748492121;-3.120240742;0.445092043;0.283682626;0.178966914;0.132545621;0.087733905;0.088810017;3.424696589;0.737161979;2.015165866;0.980544227;0.980544227;0.439189653;1.501501937;0.603501566;1.605950961;;;;;;;;;;
69;1;4.98524;1.1338;10.74;9.472570118;3.708413407;0.743878611;-3.054470662;0.449230291;0.288181869;0.176777246;0.133920064;0.090220747;0.089332911;3.440826682;0.75663394;1.978859134;0.989226872;0.989226872;0.436374177;1.484077029;0.590094482;1.595649226;;;;;;;;;;
70;1;4.98679;1.12134;10.6849;9.52868889;3.715521002;0.745072683;-2.941734194;0.448391845;0.298561812;0.178914693;0.133053285;0.08997973;0.09023861;3.432132981;0.749799533;1.982684483;0.986507727;0.986507727;0.440086709;1.518393635;0.596839034;1.566609852;;;;;;;;;;
71;1;5.0014;1.25962;12.5568;9.968720725;3.478199154;0.695445106;-2.210999562;0.53599717;0.287861144;0.29632183;0.132386554;0.088632464;0.089848043;4.479113539;1.768303393;3.298033229;1.157050595;1.157050595;0.613008358;1.608426447;0.552732722;1.581196619;;;;;;;;;;
72;1;5.02001;1.15286;10.9142;9.467064518;3.613087324;0.719737077;-2.256949423;0.453054712;0.298116704;0.185790666;0.130518201;0.085165974;0.08986018;3.51454106;0.727245202;2.067552799;0.993083578;0.993083578;0.451371611;1.58835743;0.548880729;1.549491353;;;;;;;;;;
73;1;5.03406;1.19163;11.4814;9.635037721;3.588309669;0.712806297;-2.297352655;0.479351964;0.295295966;0.222365645;0.129616912;0.082463415;0.090635392;3.826173701;1.173464751;2.453408553;1.044093264;1.044093264;0.465020282;1.779000045;0.618062298;1.660144127;;;;;;;;;;
74;1;5.04781;1.13084;10.7994;9.549892116;3.598137674;0.71281163;-2.36883354;0.442684444;0.306293291;0.184426712;0.122985221;0.073997837;0.089930683;3.531998027;0.680167292;2.050765167;0.96615748;0.96615748;0.44913933;1.786537291;0.623099406;1.680319328;;;;;;;;;;
75;1;5.05088;1.13331;10.8339;9.559520343;3.50304146;0.69355072;-2.403078245;0.438486474;0.29965521;0.188444786;0.119149272;0.065871104;0.089621215;3.568229098;0.67316321;2.102680564;0.955734658;0.955734658;0.457154001;1.825981446;0.655235392;1.704112966;;;;;;;;;;
76;1;5.08374;1.21762;11.1321;9.142507515;3.424474022;0.673613132;-1.343440303;0.437910352;0.275842511;0.194599252;0.123735193;0.063685459;0.090937971;3.444511184;0.538554194;2.139911963;0.961155655;0.961155655;0.464362851;1.983295318;0.567141982;1.801966234;;;;;;;;;;
77;1;5.1028;1.17533;10.8472;9.229067581;3.318963844;0.650420131;-1.439541655;0.41296831;0.239824315;0.192549385;0.11923495;0.056614305;0.090153053;3.389068122;0.533468163;2.135805475;0.910571323;0.910571323;0.449323901;1.763445659;0.550612107;1.563066128;;;;;;;;;;
78;1;5.13704;1.18342;10.8504;9.168680604;3.394657402;0.660819733;-1.338649668;0.396337075;0.22661138;0.192350069;0.117280394;0.052882054;0.089678492;3.308655904;0.515425289;2.144885192;0.877155182;0.877155182;0.450241773;2.242455202;0.67761097;1.977485554;;;;;;;;;;
79;1;5.15221;1.16689;10.8289;9.280137802;3.505691527;0.680424813;-1.387177157;0.392696606;0.240098713;0.189970129;0.114370586;0.049271277;0.089899286;3.322741325;0.599574299;2.113143918;0.867831375;0.867831375;0.438380811;2.539089425;0.803428518;2.181225442;;;;;;;;;;
80;1;5.17016;1.2457;11.2305;9.015413021;3.514156713;0.679699799;0.132404713;0.399056399;0.249296373;0.205221308;0.113890156;0.048118683;0.090584237;3.358609888;0.58308276;2.265530016;0.877826664;0.877826664;0.4862306;2.693375502;0.768540733;2.218027694;;;;;;;;;;
81;0;5.22764;1.27225;11.4696;9.015209275;3.512059277;0.671825006;0.294755864;0.398706908;0.245863977;0.212769625;0.111497935;0.046305203;0.089686359;3.427874758;0.602241332;2.372374416;0.875498316;0.875498316;0.487833898;3.312551903;1.029527983;2.594260827;;;;;;;;;;
82;1;5.23016;1.25274;11.1093;8.868001341;3.017854248;0.577009929;0.255697686;0.37248906;0.163831127;0.213337833;0.112602978;0.046044625;0.090782691;3.290521663;0.417790261;2.349983572;0.826995331;0.826995331;0.483667804;1.699665167;0.516406999;1.379323853;;;;;;;;;;
83;1;5.23292;1.3017;11.1515;8.566874088;2.989732389;0.571331568;0.218376841;0.368300571;0.158321965;0.21294994;0.119982101;0.050539395;0.093067351;3.066550185;0.341306117;2.288127241;0.829882518;0.829882518;0.485002637;1.358889732;0.377839063;1.157523192;;;;;;;;;;
84;1;5.25136;1.27067;11.4089;8.978649059;3.593790891;0.684354318;0.446161799;0.391635433;0.229806549;0.211814463;0.108823749;0.040403278;0.091927425;3.451409659;0.716243408;2.304148783;0.860020959;0.860020959;0.481482892;3.225526243;1.064021002;2.557985185;;;;;;;;;;
85;1;5.24751;1.24361;11.3576;9.132766703;3.75866033;0.71627502;0.633983479;0.392588871;0.24200748;0.213022557;0.107085094;0.040703534;0.092783434;3.503241201;0.829121675;2.295911535;0.860768603;0.860768603;0.479985746;3.631109359;1.311738341;2.635998045;;;;;;;;;;
86;1;5.2504;1.22193;11.34;9.280400678;3.907107275;0.744154212;0.753782475;0.394230988;0.253211423;0.207672749;0.104314373;0.041683061;0.09380352;3.616209552;1.026821403;2.213912115;0.862038454;0.862038454;0.473655341;3.307783025;1.165371047;2.477253069;;;;;;;;;;
87;1;5.26406;1.20683;11.3429;9.398921141;4.059215881;0.771118848;1.033284679;0.397785677;0.260000339;0.202032842;0.102058043;0.046529916;0.093791864;3.767716026;1.219660234;2.154055083;0.865950942;0.865950942;0.467515568;3.998751061;1.590068637;2.679170228;;;;;;;;;;
88;1;5.26645;1.15809;11.1128;9.595799981;4.092903579;0.777165563;1.243727028;0.388564405;0.251260398;0.196214338;0.099972007;0.051069342;0.093729932;3.812771336;1.340636408;2.09340105;0.84529379;0.84529379;0.458642919;3.767508674;1.422626208;2.654092994;;;;;;;;;;
89;1;5.26586;1.16604;11.2343;9.634575143;4.152659356;0.78860041;1.357096424;0.398168621;0.262425686;0.200182876;0.099869661;0.056311918;0.093901091;3.94542534;1.503900457;2.131848242;0.862593781;0.862593781;0.466237234;3.825817513;1.479051577;2.663223249;;;;;;;;;;
90;1;5.26822;1.1499;11.2459;9.779893904;4.166586475;0.790890752;1.586305201;0.403241412;0.272934827;0.199102353;0.100132816;0.061275937;0.092682538;4.001938427;1.553466354;2.148218616;0.871866423;0.871866423;0.464779375;3.969567427;1.511390308;2.768420061;;;;;;;;;;
91;1;5.2652;1.13245;11.2285;9.915228045;4.17547354;0.793032276;1.588702837;0.413849299;0.295951778;0.198340234;0.09998833;0.064457715;0.091509154;4.11024814;1.753161553;2.167435982;0.891471131;0.891471131;0.462751652;4.006350372;1.525805757;2.819515415;;;;;;;;;;
92;1;5.26712;1.1464;11.5039;10.03480461;4.012563952;0.761813657;1.708319902;0.446934981;0.33748412;0.196677121;0.103186118;0.068515642;0.090736494;4.240649546;1.902090127;2.167563609;0.957791372;0.957791372;0.463095582;4.099649931;1.46606267;2.96165467;;;;;;;;;;
93;1;5.26292;1.15474;11.5475;10.0000866;4.067409479;0.772842733;1.466050294;0.457524292;0.355665994;0.194170346;0.107975547;0.072516427;0.090409126;4.07548927;1.582441357;2.14768524;0.982094212;0.982094212;0.456087115;3.983444692;1.302529025;3.048880239;;;;;;;;;;
