index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz_mean;aspect_ratio_xz_std;aspect_ratio_xz_max;aspect_ratio_yz_mean;aspect_ratio_yz_std;aspect_ratio_yz_max;aspect_ratio_xy_mean;aspect_ratio_xy_std;aspect_ratio_xy_max;aspect_ratio_circ_mean;aspect_ratio_circ_std;aspect_ratio_circ_max;aspect_ratio_frontal_xy_mean;aspect_ratio_frontal_xy_std;aspect_ratio_frontal_xy_max;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;5.28834;1.72164;12.4679;7.241874027;3.441580149;0.650786475;5.142254216;0.425829621;0.227339495;0.20758896;0.174176468;0.094913405;0.089498028;2.4683628;0.362552825;2.319480832;0.995447647;0.995447647;0.495824777;1.608817136;0.308217141;2.689648761;;3.78979782;1.420495562;2.822504285;1.343515718;1.343515718;0.66407435;4.096566136;1.363170806;3.581316662
2;0;5.40321;1.60139;13.0815;8.16884082;3.625797433;0.67104507;-0.025699591;0.476481374;0.215001611;0.245184807;0.1414683;0.072048472;0.086107147;3.444507531;0.629693176;2.847438501;1.065000952;1.065000952;0.53411213;2.376209718;0.367103052;2.649467496;;;;;;;;;;
3;0;5.63969;1.82778;14.7696;8.080622394;3.797856051;0.673415746;1.138694726;0.511718831;0.223402593;0.292508631;0.136391425;0.064178342;0.078323099;3.807172832;0.923446011;3.734640653;1.121559055;1.121559055;0.619947196;3.076926238;0.408869721;3.403039949;;;;;;;;;;
4;1;5.01004;1.82234;14.6791;8.055083025;4.338152645;0.865891818;-0.890161043;0.759820546;0.537573372;0.366323822;0.160331341;0.093318669;0.084888544;4.365259831;1.48928926;4.315350521;1.632555319;1.632555319;0.763808273;3.198553397;0.522865244;3.919124372;;;;;;;;;;
5;1;4.86898;1.34977;12.3533;9.152151848;4.005825777;0.82272381;-1.038241214;0.660609348;0.52372024;0.292512189;0.144401764;0.091498342;0.079191124;4.203960422;1.410492402;3.693749676;1.412129928;1.412129928;0.610329063;3.329463567;0.741052245;3.757502983;;;;;;;;;;
6;1;4.99918;1.46286;12.4843;8.534172785;3.846093093;0.769344791;-2.367889283;0.580108089;0.476857583;0.252031333;0.142341152;0.075039659;0.082574142;3.638292604;1.06686293;3.052182276;1.254134526;1.254134526;0.531457159;3.363066866;0.875085947;3.855916745;;;;;;;;;;
7;1;5.47519;1.79659;14.4123;8.022030625;3.942584931;0.720081848;0.273993536;0.559967008;0.366478891;0.257742471;0.142381637;0.072953395;0.08060944;3.703414493;0.92494256;3.197422919;1.215823512;1.215823512;0.541133732;3.752232146;0.704150419;4.440319745;;;;;;;;;;
8;1;5.30553;1.73203;15.3908;8.885989273;3.978029916;0.749789355;0.208969335;0.697072262;0.437685245;0.321410302;0.129691826;0.064160799;0.069769844;5.026165431;1.449204974;4.606722389;1.475771187;1.475771187;0.675808072;3.987994638;0.632775092;4.709022439;;;;;;;;;;
9;1;4.96239;1.6519;14.4459;8.745020885;4.171568997;0.840637071;-0.598144525;0.781514509;0.580258836;0.361448616;0.141694962;0.072113006;0.074845992;4.95282784;1.880821691;4.829231453;1.652988057;1.652988057;0.754452995;4.199341911;0.806903196;5.155882234;;;;;;;;;;
10;1;5.05042;1.44845;13.2048;9.116503849;4.030741891;0.798100334;-0.631827593;0.662773573;0.528139922;0.279399139;0.133707034;0.068637974;0.073758024;4.419051853;1.634459457;3.788050759;1.413476868;1.413476868;0.580411134;4.152161917;0.943569181;4.960443909;;;;;;;;;;
