index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz;aspect_ratio_yz;aspect_ratio_xy;aspect_ratio_circ
1;1;4.62384;1.73195;14.0454;8.10958745922226;2.62711457489308;0.568167275444887;9.80848241161357;0.283289214159659;0.169143828506177;1.67484215452362;0.816496678085747
2;1;4.69683;2.07947;16.9706;8.16102179882374;2.69418110349361;0.573616908317655;7.8843447524283;0.317176052784538;0.185819797608174;1.70690129290392;0.955891526838314
3;1;4.3668;1.61227;14.104;8.74791443120569;2.83803222592415;0.649911199487988;9.77004852780159;0.356102409086746;0.185414491160575;1.92057485290267;0.943345241366676
4;1;4.35739;1.6909;15.1653;8.9687740256668;2.62462869968301;0.602339634433229;12.696083977933;0.285886734949132;0.198091747582842;1.44320365910031;1.02469597626102
5;1;4.35657;2.36997;19.8766;8.38685721760191;2.66710372693545;0.612202656432802;10.7472202307006;0.287398113653631;0.199647199517051;1.43952990249225;1.41649508673108
6;1;4.33239;1.60516;13.8381;8.62100974357696;2.75724499748143;0.636425852123522;11.6167447521825;0.325699671543882;0.190834158512969;1.70671578967739;0.823026089525643
7;1;4.30999;1.76499;16.1425;9.14594416965535;2.48362779232741;0.576249084644606;12.0079885915578;0.310664989941972;0.192082812257105;1.61734923750566;1.19062689240578
8;0;4.38512;1.71849;13.8313;8.04851933965283;2.55920281127152;0.583610667728938;10.4263551072399;0.327900262706608;0.186057622140329;1.76235866574333;0.830333035355931
9;1;4.31072;1.82151;14.0214;7.69767939786221;2.45449100074066;0.569392352261493;10.0489954928469;0.329216928958503;0.188823212827555;1.743519369407;0.831336760448371
10;1;4.2444;1.86652;14.4921;7.76423504703941;2.3742221261759;0.559377562476653;9.29402650019306;0.337142823485063;0.191384883611347;1.76159588533498;0.867578456318914
11;1;4.20554;2.05309;14.5218;7.07314340822857;2.56810952964166;0.610649174574885;9.08509601631039;0.28362326835555;0.189933040703453;1.49328030186374;0.885030222040451
12;1;4.23962;1.95113;14.1095;7.23145049279136;2.62270162876163;0.618617146999407;10.0034999748622;0.242814450351682;0.185925389539629;1.30597790303367;0.930156476287969
13;0;4.22821;2.01456;14.0841;6.99115439599714;2.6220545566529;0.6201334741304;9.89184498937585;0.257288308764229;0.196632617585219;1.30847217477905;0.93481402295534
14;1;4.19998;2.07746;14.0375;6.75704947387675;2.67302793539142;0.636438253370593;9.69562408078175;0.247401654293592;0.190188048514517;1.30082650422015;0.946978318944376
15;0;4.15649;2.13536;13.5712;6.35546231080474;2.68219403646137;0.64530265595764;9.81173150250125;0.253273314743931;0.201279685503875;1.25831533425689;0.967669836809423
16;1;4.03899;2.27916;13.7152;6.01765562751189;2.5211377120244;0.624200038134384;9.56517073355881;0.269114803453339;0.198543200156475;1.3554470928304;1.0579872690945
17;1;3.99323;2.45167;14.23;5.80420692833864;2.49355421405796;0.624445427400366;10.7156609465408;0.290168109525372;0.199393723877663;1.45525197023454;1.14320988272651
18;1;3.89775;1.88857;13.3334;7.06005072621084;2.42071573981489;0.621054644298605;11.5944707551177;0.281294593034443;0.207971265473671;1.35256470356024;1.10841895965621
19;1;4.00563;2.49919;14.2651;5.70788935615139;2.39127962885046;0.596979658343498;10.7869973873216;0.294547174851397;0.203834602796564;1.44503028833317;1.1200759930398
20;1;4.01995;2.48382;13.9718;5.62512581426996;2.28799549471229;0.569160187244191;13.2619592831749;0.345358773119069;0.201819425614746;1.71122661788923;1.07863530640928
21;1;3.98626;2.50719;15.5964;6.22066935493521;2.38950743193991;0.599435920371454;13.3147494140637;0.359640364652582;0.205428396542122;1.7506847675698;1.04769884553441
22;1;3.99446;2.29992;15.2446;6.62831750669588;2.35391186746228;0.589294139248429;13.8801533602378;0.378615632651222;0.199848039534756;1.89451762215249;1.05023207141892
23;0;4.07026;2.00214;13.599;6.79223231142677;2.27776299358712;0.559611178054257;14.4691955921736;0.374723482038002;0.196486710922644;1.90711870679911;0.977379823401945
24;1;4.05662;1.8595;13.6803;7.35697768217263;2.3017864553486;0.567414856542786;15.7550580337961;0.351292701805937;0.19502196409819;1.80129814316231;0.984920944037154
25;1;4.1486;2.03854;16.0877;7.89177548637751;2.45593020421994;0.591990118165149;16.8440532188005;0.344449934917804;0.190434604444873;1.80875705821373;1.1506845682881
26;1;4.1933;1.95676;14.2246;7.26946585171406;2.35349249661092;0.561250684809319;18.1299952007381;0.374763551379582;0.193801063601459;1.93375384229191;0.935974053847805
27;1;4.18662;2.01835;14.5463;7.2070255406644;2.39430788794799;0.571895201367211;18.6800789176115;0.356348796881494;0.195473914518155;1.82299923629143;0.957841886772623
28;1;4.06297;1.90027;13.8475;7.28712235629674;2.3329600074872;0.574200648168014;18.6994008983758;0.365855519484515;0.19763719643512;1.85114708204545;0.915839890523435
29;1;4.14728;1.78408;13.9905;7.84185686740505;2.38611103021762;0.575343605982142;19.2804855773497;0.370299569838545;0.193085347504871;1.91780253977689;0.909379159352636
30;1;4.13185;1.9922;14.8131;7.43554863969481;2.47156758533028;0.598174567162476;18.0808516454136;0.362978326899573;0.190355893849002;1.90684049524362;0.969962607548677
31;1;4.08027;1.95294;14.4766;7.41272133296466;2.37616376969084;0.582354542638316;19.9014855838202;0.366419134027895;0.194629276984121;1.88265167350845;0.983390805020256
