index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz;aspect_ratio_yz;aspect_ratio_xy;aspect_ratio_circ
1;1;1.56888;0.616491;5.15934;8.36888129753719;0.959657165136376;0.611682961817587;10.7818543242583;0.825450002549589;0.511295956351028;1.61442701100276;2.18103360358982
2;1;1.76413;0.739658;5.98142;8.08673738403424;1.02806819080773;0.582762149505836;28.539609819631;0.770008446089574;0.418076899094738;1.84178663723557;2.13231451196907
3;1;1.63588;0.607249;5.81742;9.57995813908298;0.915656366516162;0.55973321179803;13.5036976054193;0.802898745629264;0.469886544245299;1.70870767733693;2.0550529378683
4;0;1.89431;0.980032;8.91614;9.09780496963364;1.28676221472167;0.679277528346294;26.4827341886499;0.771797118739805;0.441049247483252;1.74991142858511;2.49204195722981
5;1;1.75045;0.885297;8.27605;9.34833168981709;1.14578673426442;0.654566959504369;18.7102355261956;0.815490873775315;0.46537061898369;1.75234714120166;2.53128624068097
6;1;1.63688;0.81253;6.58454;8.10375001538405;0.967214183102339;0.590888875850605;17.5067486029827;0.993607350569376;0.469681344997801;2.1154924741029;2.36198133033576
7;1;1.72786;0.791443;6.72445;8.49644257388087;1.01688767303126;0.588524344004297;18.7891052157967;0.913281168613198;0.442750570069334;2.06274419583509;2.33621936962485
8;1;1.71097;0.785318;6.63571;8.44971081778337;1.03319244310808;0.603863564590892;17.2135824425158;0.898698399153696;0.460905801971981;1.94985264951889;2.40387031917567
9;1;1.72113;0.791219;6.45322;8.15604781988299;1.07169534680973;0.622669610552213;15.1473482883377;0.78458919430839;0.464220599257465;1.69012145424689;2.05240161986602
10;1;1.76322;0.890056;6.90477;7.7576804156143;1.0870317607508;0.616503760591872;14.2040708840835;0.912760744546909;0.452160252265741;2.018666479358;2.41279590748744
11;1;1.82392;0.945463;7.50164;7.93435597162448;1.03357549238499;0.566678084776191;18.7117092387881;0.979854379578052;0.433086429229352;2.26249153389922;2.42553401464977
12;1;1.793;0.646054;5.56753;8.61774712330548;1.15503131600642;0.644189244844629;13.8660404384991;0.628073061907418;0.417597322922476;1.50401601598393;1.68018404907975
13;0;1.81069;0.761839;6.20052;8.13888498751048;1.13215762462006;0.625263090103807;13.9626311991981;0.578348033070266;0.4112526164059;1.40630845859335;1.68616383809487
14;1;1.84008;0.891264;6.89199;7.73282663722533;1.09387842343998;0.594473296508836;17.3740846119109;0.921252336854919;0.433066497108821;2.12727685703063;2.36194078518325
15;1;1.75296;0.806757;6.26428;7.76476683809375;1.0725057009868;0.611825541362495;16.8556214984308;0.798435218145308;0.452974397590361;1.76264977092007;2.03350333150785
16;1;1.76981;0.908367;6.49983;7.15551093335623;0.94649372340297;0.534799624481142;17.1717657447588;0.945153434549471;0.454186607601946;2.08098041362288;2.43318774331708
17;1;1.77207;1.00767;6.95083;6.89792293111832;0.913562327790476;0.515533995717142;16.9452187005402;1.00284243850412;0.449674109939224;2.23015382993622;2.57808100131485
18;1;1.82543;1.08077;7.10352;6.57264727925461;0.93473987532214;0.512065581984595;16.6998471843712;0.95252734972034;0.440502785645026;2.16236396399982;2.45260568742707
19;0;1.96638;1.06279;7.28227;6.85203097507504;0.949527849820499;0.482881157162145;18.1922943632161;0.922778913536549;0.403784619453005;2.28532457424112;2.30510379479043
20;1;1.98275;1.02547;7.36767;7.18467629477215;1.00391718142025;0.506325649436513;16.3496156410376;0.915409406127853;0.40519278779473;2.25919471842031;2.28339931912747
21;1;2.05888;0.981913;7.18626;7.31863209877046;1.04473584016558;0.507429204307964;14.6731458116554;0.843485778675785;0.391104386851104;2.15667685414356;2.1290264609885
22;0;2.13713;1.04859;7.72714;7.36907656948855;1.1011421000361;0.515243387176305;20.1913732158612;0.881422749201031;0.385783738003771;2.28475869346368;2.10501934837843
23;0;2.19484;0.944792;7.39157;7.82348919127173;1.15092866337576;0.524379300256858;15.6326416922313;0.805141149240947;0.370596034335077;2.17255737958862;2.00393194948151
24;0;2.30498;1.00259;7.74038;7.72038420490928;1.25415423719812;0.544106342440332;17.0929787617249;0.759428715216618;0.356051679407197;2.13291709922846;1.89554356220011
25;0;2.28968;0.936812;7.48982;7.99500860364726;1.28138896301061;0.559636701639798;20.8389839552482;0.677799954578806;0.351744348555257;1.92696757563492;1.81931973026798
26;1;2.28552;0.988124;7.76689;7.86023818872935;1.25752322791101;0.550213180331397;18.8075800974563;0.789355157688403;0.348995852147433;2.26178951076743;2.00870699009416
27;0;2.29355;0.966671;7.72395;7.99025728505355;1.25669408706113;0.547925306647395;16.3287970407616;0.822012164548407;0.351367530683874;2.33946535397994;2.04040897298947
28;1;2.32381;0.919708;7.26001;7.89382064742288;1.36197121957831;0.586094052258279;14.3596952440411;0.815563664843511;0.3499933299194;2.33022630754514;1.99156987877666
29;1;2.28375;0.935645;7.36869;7.87551902698139;1.31641016147779;0.576424810718242;17.0942442558267;0.750356212370005;0.356223316912972;2.1064208229618;1.97943732895457
30;1;2.35291;0.771671;6.67043;8.64413720354918;1.40146250003161;0.595629454603707;15.7560539917381;0.498909860555652;0.342295285412532;1.45754230869517;1.32530356027217
31;0;2.34447;0.837504;6.75939;8.07087488537368;1.38097577175748;0.589035377615189;16.1212376232287;0.590350057795579;0.348767951818535;1.6926728924415;1.51986163184003
32;0;2.39666;0.74315;7.23445;9.73484491690776;1.3263925275079;0.55343374842819;15.3678896392904;0.429850291655888;0.327691036692731;1.31175480414177;1.72092829187286
33;1;2.44366;0.796854;6.85105;8.59762265107535;1.47141844441557;0.602137140361412;15.6350472644491;0.537075125017392;0.328398386027516;1.63543777274347;1.38093679153401
34;1;2.42965;0.793953;6.75794;8.51176329077414;1.41065620738688;0.580600583370806;16.4582855980496;0.536882266993188;0.330153725845286;1.62615843761453;1.51470376391661
