old_name;new_name;old_index;new_index
SK_8_C10000_lapl_smooth;IGP-H-IFSW-8_1;0;1
SK_8_C10001_lapl_smooth;IGP-H-IFSW-8_2;1;2
SK_8_C10002_lapl_smooth;IGP-H-IFSW-8_3;2;3
SK_8_C10003_lapl_smooth;IGP-H-IFSW-8_4;3;4
SK_8_C10004_lapl_smooth;IGP-H-IFSW-8_5;4;5
SK_8_C10005_lapl_smooth;IGP-H-IFSW-8_6;5;6
SK_8_C10006_lapl_smooth;IGP-H-IFSW-8_7;6;7
SK_8_C10007_lapl_smooth;IGP-H-IFSW-8_8;7;8
SK_8_C10008_lapl_smooth;IGP-H-IFSW-8_9;8;9
SK_8_C10009_lapl_smooth;IGP-H-IFSW-8_10;9;10
SK_8_C10010_lapl_smooth;IGP-H-IFSW-8_11;10;11
SK_8_C10011_lapl_smooth;IGP-H-IFSW-8_12;11;12
SK_8_C10012_lapl_smooth;IGP-H-IFSW-8_13;12;13
SK_8_C10013_lapl_smooth;IGP-H-IFSW-8_14;13;14
SK_8_C10014_lapl_smooth;IGP-H-IFSW-8_15;14;15
SK_8_C10015_lapl_smooth;IGP-H-IFSW-8_16;15;16
SK_8_C10016_lapl_smooth;IGP-H-IFSW-8_17;16;17
SK_8_C10017_lapl_smooth;IGP-H-IFSW-8_18;17;18
SK_8_C10018_lapl_smooth;IGP-H-IFSW-8_19;18;19
SK_8_C10019_lapl_smooth;IGP-H-IFSW-8_20;19;20
SK_8_C10020_lapl_smooth;IGP-H-IFSW-8_21;20;21
SK_8_C10021_lapl_smooth;IGP-H-IFSW-8_22;21;22
SK_8_C10022_lapl_smooth;IGP-H-IFSW-8_23;22;23
SK_8_C10023_lapl_smooth;IGP-H-IFSW-8_24;23;24
SK_8_C10024_lapl_smooth;IGP-H-IFSW-8_25;24;25
SK_8_C10025_lapl_smooth;IGP-H-IFSW-8_26;25;26
SK_8_C10026_lapl_smooth;IGP-H-IFSW-8_27;26;27
SK_8_C10027_lapl_smooth;IGP-H-IFSW-8_28;27;28
SK_8_C10028_lapl_smooth;IGP-H-IFSW-8_29;28;29
SK_8_C10029_lapl_smooth;IGP-H-IFSW-8_30;29;30
SK_8_C10030_lapl_smooth;IGP-H-IFSW-8_31;30;31
SK_8_C10031_lapl_smooth;IGP-H-IFSW-8_32;31;32
SK_8_C10032_lapl_smooth;IGP-H-IFSW-8_33;32;33
SK_8_C10033_lapl_smooth;IGP-H-IFSW-8_34;33;34
SK_8_C10034_lapl_smooth;IGP-H-IFSW-8_35;34;35
SK_8_C10035_lapl_smooth;IGP-H-IFSW-8_36;35;36
SK_8_C10036_lapl_smooth;IGP-H-IFSW-8_37;36;37
SK_8_C10037_lapl_smooth;IGP-H-IFSW-8_38;37;38
SK_8_C10038_lapl_smooth;IGP-H-IFSW-8_39;38;39
SK_8_C10039_lapl_smooth;IGP-H-IFSW-8_40;39;40
SK_8_C10040_lapl_smooth;IGP-H-IFSW-8_41;40;41
SK_8_C10041_lapl_smooth;IGP-H-IFSW-8_42;41;42
SK_8_C10042_lapl_smooth;IGP-H-IFSW-8_43;42;43
SK_8_C10043_lapl_smooth;IGP-H-IFSW-8_44;43;44
SK_8_C10044_lapl_smooth;IGP-H-IFSW-8_45;44;45
SK_8_C10045_lapl_smooth;IGP-H-IFSW-8_46;45;46
SK_8_C10046_lapl_smooth;IGP-H-IFSW-8_47;46;47
SK_8_C10047_lapl_smooth;IGP-H-IFSW-8_48;47;48
SK_8_C10048_lapl_smooth;IGP-H-IFSW-8_49;48;49
SK_8_C10049_lapl_smooth;IGP-H-IFSW-8_50;49;50
SK_8_C10050_lapl_smooth;IGP-H-IFSW-8_51;50;51
SK_8_C10051_lapl_smooth;IGP-H-IFSW-8_52;51;52
SK_8_C10052_lapl_smooth;IGP-H-IFSW-8_53;52;53
SK_8_C10053_lapl_smooth;IGP-H-IFSW-8_54;53;54
SK_8_C10054_lapl_smooth;IGP-H-IFSW-8_55;54;55
SK_8_C10055_lapl_smooth;IGP-H-IFSW-8_56;55;56
SK_8_C10056_lapl_smooth;IGP-H-IFSW-8_57;56;57
SK_8_C10057_lapl_smooth;IGP-H-IFSW-8_58;57;58
SK_8_C10058_lapl_smooth;IGP-H-IFSW-8_59;58;59
SK_8_C10059_lapl_smooth;IGP-H-IFSW-8_60;59;60
SK_8_C10060_lapl_smooth;IGP-H-IFSW-8_61;60;61
SK_8_C10061_lapl_smooth;IGP-H-IFSW-8_62;61;62
SK_8_C10062_lapl_smooth;IGP-H-IFSW-8_63;62;63
SK_8_C10063_lapl_smooth;IGP-H-IFSW-8_64;63;64
SK_8_C10064_lapl_smooth;IGP-H-IFSW-8_65;64;65
SK_8_C10065_lapl_smooth;IGP-H-IFSW-8_66;65;66
SK_8_C10066_lapl_smooth;IGP-H-IFSW-8_67;66;67
