time;depth
0.0002;2.4751
0.0004;2.67616
0.0006000000000000001;2.49628
0.0008;2.46926
0.001;2.55446
0.0012000000000000001;2.54073
0.0014;2.64438
0.0016;2.70654
0.0018000000000000002;2.75312
0.002;2.80654
0.0022;2.72317
0.0024000000000000002;2.58255
0.0026000000000000003;2.89601
0.0028;2.84572
0.003;2.795
0.0032;2.84535
0.0034000000000000002;2.7232
0.0036000000000000003;3.02945
0.0038;2.92223
0.004;2.69091
0.004200000000000001;2.68665
0.0044;2.51293
0.0046;2.66294
0.0048000000000000004;3.0406
0.005;3.08238
0.005200000000000001;2.89015
0.0054;2.89343
0.0056;2.85031
0.0058000000000000005;2.64668
0.006;2.36828
0.006200000000000001;2.8508
0.0064;2.94129
0.0066;2.79001
0.0068000000000000005;2.54148
0.007;2.6485
0.007200000000000001;2.91756
0.0074;2.82478
0.0076;2.50114
0.0078000000000000005;2.85896
0.008;2.63307
0.0082;2.57659
0.008400000000000001;2.53892
0.0086;2.52365
0.0088;2.79735
0.009000000000000001;2.61335
0.0092;2.54896
0.0094;2.69542
0.009600000000000001;2.82739
0.0098;2.73967
0.01;2.66945
0.0102;2.59122
0.010400000000000001;2.6314
0.0106;2.55255
0.0108;2.46735
0.011000000000000001;2.4886
0.0112;2.46512
0.0114;2.49837
0.011600000000000001;2.50438
0.0118;2.50676
0.012;2.49729
0.0122;2.56894
0.012400000000000001;2.52789
0.0126;2.77991
0.0128;2.94169
0.013000000000000001;3.00809
0.0132;2.91431
0.0134;2.86462
0.013600000000000001;2.92413
0.013800000000000002;2.95203
0.014;3.02257
0.0142;3.07051
0.014400000000000001;2.89502
0.0146;2.77661
0.0148;2.71722
0.015000000000000001;2.70406
0.0152;2.64842
0.0154;2.70542
0.015600000000000001;2.77636
0.0158;2.82803
0.016;2.8082
0.0162;2.73419
0.0164;2.83992
0.0166;2.79337
0.016800000000000002;2.76883
0.017;2.82067
0.0172;2.84943
0.017400000000000002;2.87061
0.0176;2.88073
0.0178;2.87255
0.018000000000000002;2.8801
0.0182;2.85234
0.0184;2.86466
0.018600000000000002;2.88066
0.0188;2.87819
0.019;2.88034
0.019200000000000002;2.89104
0.0194;2.84762
0.0196;2.89461
0.0198;2.8886
0.02;2.93471
0.020200000000000003;2.92547
0.0204;2.91604
0.0206;2.78781
0.020800000000000003;2.81642
0.021;2.75192
0.0212;2.71864
0.021400000000000002;2.79515
0.0216;2.79491
0.0218;2.87543
0.022000000000000002;2.89057
0.0222;2.89701
0.0224;2.87439
0.022600000000000002;3.01479
0.0228;2.87907
0.023;2.92767
0.023200000000000002;2.96242
0.0234;2.98668
0.0236;3.01029
0.0238;2.99653
0.024;2.97462
0.024200000000000003;2.98309
0.0244;2.93518
0.0246;2.95553
0.024800000000000003;2.93826
0.025;2.94395
0.0252;2.9727
0.025400000000000002;2.96915
0.0256;2.92784
0.0258;2.92161
0.026000000000000002;2.93064
0.0262;2.90239
0.0264;2.95464
0.026600000000000002;3.02816
0.0268;3.05595
0.027;3.0142
0.027200000000000002;3.02638
0.0274;2.97525
0.027600000000000003;2.9388
0.027800000000000002;2.92089
0.028;2.90344
0.028200000000000003;2.90012
0.0284;2.91152
0.0286;2.91806
0.028800000000000003;2.92132
0.029;2.91405
0.0292;2.89753
0.029400000000000003;2.9101
0.0296;2.92535
0.0298;2.90907
0.030000000000000002;2.93102
0.0302;2.91677
0.0304;2.95725
0.030600000000000002;2.91604
0.0308;2.92939
0.031;2.96557
0.031200000000000002;2.97559
0.031400000000000004;2.99566
0.0316;2.97119
0.0318;2.95507
0.032;2.88939
0.0322;2.93589
0.0324;2.90625
0.032600000000000004;2.9573
0.0328;2.89575
0.033;2.87938
0.0332;2.91012
0.0334;2.90569
0.033600000000000005;2.89871
0.033800000000000004;2.88857
0.034;2.89278
0.0342;2.87762
0.0344;2.8879
0.0346;2.87203
0.034800000000000005;2.84063
0.035;2.85744
0.0352;2.83476
0.0354;2.8378
0.0356;2.81111
0.0358;2.8415
0.036000000000000004;2.82658
0.0362;2.83253
0.0364;2.83339
0.0366;2.81476
0.0368;2.78476
0.037000000000000005;2.79855
0.037200000000000004;2.78039
0.0374;2.79552
0.0376;2.86142
0.0378;2.80176
0.038;2.81667
0.038200000000000005;2.79918
0.038400000000000004;2.82202
0.0386;2.84687
0.0388;2.80841
0.039;2.80018
0.0392;2.79975
0.039400000000000004;2.78598
0.0396;2.79349
0.0398;2.76507
0.04;2.81716
0.0402;2.79178
0.040400000000000005;2.76544
0.040600000000000004;2.76646
0.0408;2.76083
0.041;2.78655
0.0412;2.73136
0.0414;2.72709
0.041600000000000005;2.70062
0.041800000000000004;2.73745
0.042;2.73183
0.0422;2.73376
0.0424;2.70491
0.0426;2.71791
0.042800000000000005;2.70766
0.043000000000000003;2.61455
0.0432;2.65637
0.0434;2.80439
0.0436;2.72202
0.0438;2.7451
0.044000000000000004;2.73323
0.0442;2.9699
0.0444;2.94764
0.0446;2.88916
0.0448;2.9259
0.045000000000000005;2.92945
0.045200000000000004;2.87791
0.0454;2.73483
0.0456;2.75059
0.0458;2.79211
0.046;2.71688
0.046200000000000005;2.69619
0.046400000000000004;2.69649
0.0466;2.80716
0.0468;2.81932
0.047;2.83762
0.0472;2.78024
0.047400000000000005;2.75766
0.0476;2.76353
0.0478;2.73786
0.048;2.7394
0.0482;2.74233
0.048400000000000006;2.75419
0.048600000000000004;2.72786
0.0488;2.71767
0.049;2.68314
0.0492;2.71786
0.0494;2.68734
0.049600000000000005;2.70206
0.049800000000000004;2.69332
0.05;2.70288
0.0502;2.69841
0.0504;2.72829
0.0506;2.77248
0.050800000000000005;2.78365
0.051000000000000004;2.77919
0.0512;2.82325
0.0514;2.82532
0.0516;2.81321
0.051800000000000006;2.805
0.052000000000000005;2.80783
0.0522;2.80132
0.0524;2.80588
0.0526;2.80876
0.0528;2.79346
0.053000000000000005;2.81038
0.053200000000000004;2.83671
0.0534;2.81487
0.0536;2.77329
0.0538;2.77605
0.054;2.78256
0.054200000000000005;2.80504
0.054400000000000004;2.76649
0.0546;2.78125
0.0548;2.84369
0.055;2.7896
0.055200000000000006;2.85003
0.055400000000000005;2.85772
0.055600000000000004;2.86788
0.0558;2.77634
0.056;2.76966
0.0562;2.74607
0.056400000000000006;2.73716
0.056600000000000004;2.74773
0.0568;2.70373
0.057;2.73107
0.0572;2.72332
0.0574;2.70096
0.057600000000000005;2.75143
0.057800000000000004;2.71093
0.058;2.66397
0.0582;2.65767
0.0584;2.68994
0.058600000000000006;2.65594
0.058800000000000005;2.64424
0.059000000000000004;2.64755
0.0592;2.66534
0.0594;2.67081
0.0596;2.65412
0.059800000000000006;2.63353
0.060000000000000005;2.62076
0.060200000000000004;2.67282
0.0604;2.60647
0.0606;2.64259
0.0608;2.7466
0.061000000000000006;2.76811
0.061200000000000004;2.7904
0.0614;2.76892
0.0616;2.76207
0.0618;2.78368
0.062;2.72948
0.062200000000000005;2.72789
0.062400000000000004;2.69424
0.0626;2.62411
0.06280000000000001;2.55339
0.063;2.51625
0.0632;2.44666
0.0634;2.52011
0.0636;2.60267
0.06380000000000001;2.57367
0.064;2.54234
0.06420000000000001;2.52565
0.0644;2.57655
0.0646;2.54648
0.0648;2.53175
0.065;2.52044
0.06520000000000001;2.52471
0.0654;2.53558
0.0656;2.49357
0.0658;2.45107
0.066;2.44008
0.06620000000000001;2.47112
0.0664;2.48421
0.0666;2.51933
0.0668;2.50916
0.067;2.50322
0.06720000000000001;2.52503
0.0674;2.60112
0.06760000000000001;2.62608
0.0678;2.6715
0.068;2.74173
0.0682;2.76772
0.0684;2.80196
0.06860000000000001;2.83362
0.0688;2.81751
0.069;2.80711
0.0692;2.77083
0.0694;2.75467
0.06960000000000001;2.78334
0.0698;2.79604
0.07;2.79142
0.0702;2.76161
0.0704;2.77093
0.07060000000000001;2.73984
0.0708;2.73122
0.07100000000000001;2.74762
0.0712;2.76716
0.0714;2.79901
0.0716;2.81143
0.0718;2.80017
0.07200000000000001;2.79908
0.0722;2.75773
0.0724;2.73652
0.0726;2.70903
0.0728;2.69034
0.07300000000000001;2.71244
0.0732;2.67306
0.0734;2.66786
0.0736;2.66809
0.0738;2.676
0.07400000000000001;2.70765
0.0742;2.6837
0.07440000000000001;2.70437
0.0746;2.68299
0.0748;2.70122
0.075;2.76123
0.0752;2.81966
0.07540000000000001;2.85222
0.0756;2.86118
0.0758;2.82283
0.076;2.81859
0.0762;2.81318
0.07640000000000001;2.85493
0.0766;2.88477
0.07680000000000001;2.87479
0.077;2.87324
0.0772;2.88197
0.07740000000000001;2.86449
0.0776;2.8725
0.07780000000000001;2.87848
0.078;2.85843
0.0782;2.85657
0.0784;2.88213
0.0786;2.89908
0.07880000000000001;2.91206
0.079;2.89257
0.0792;2.91468
0.0794;2.91515
0.0796;2.914
0.07980000000000001;2.87617
0.08;2.88099
0.08020000000000001;2.88023
0.0804;2.89404
0.0806;2.87224
0.08080000000000001;2.87075
0.081;2.86239
0.08120000000000001;2.87291
0.0814;2.86123
0.0816;2.87669
0.0818;2.79091
0.082;2.812
0.08220000000000001;2.79413
0.0824;2.78931
0.0826;2.81069
0.0828;2.77005
0.083;2.8601
0.08320000000000001;2.86507
0.0834;2.93912
0.08360000000000001;2.98337
0.0838;3.01725
0.084;2.96184
0.08420000000000001;2.95376
0.0844;3.04706
0.08460000000000001;3.12514
0.0848;3.14154
0.085;3.19097
0.0852;3.22846
0.0854;3.17139
0.08560000000000001;3.08762
0.0858;3.03915
0.08600000000000001;2.96922
0.0862;2.96709
0.0864;2.92137
0.08660000000000001;3.07037
0.0868;2.93277
0.08700000000000001;3.24519
0.0872;2.99161
0.0874;3.3868
0.0876;3.4902
0.0878;3.53139
0.08800000000000001;3.54484
0.0882;3.55348
0.0884;3.53948
0.0886;3.51557
0.0888;3.53005
0.08900000000000001;3.62035
0.0892;3.60407
0.08940000000000001;3.58975
0.0896;3.59008
0.0898;3.61395
0.09000000000000001;3.59124
0.0902;3.51024
0.09040000000000001;3.47229
0.0906;3.54579
0.0908;3.61734
0.091;3.50593
0.0912;3.50955
0.09140000000000001;3.46174
0.0916;3.46491
0.0918;3.48612
0.092;3.4422
0.0922;3.38661
0.09240000000000001;3.34031
0.0926;3.44107
0.09280000000000001;3.33558
0.093;3.3414
0.0932;3.38326
0.09340000000000001;3.3507
0.0936;3.39279
0.09380000000000001;3.24787
0.094;3.01179
0.0942;2.96329
0.0944;2.92063
0.0946;2.91683
0.09480000000000001;2.90986
0.095;2.9228
0.0952;2.87044
0.0954;2.83537
0.0956;2.78979
0.09580000000000001;2.75572
0.096;2.75397
0.09620000000000001;2.79263
0.0964;2.77003
0.0966;2.77937
0.09680000000000001;2.72759
0.097;2.73794
0.09720000000000001;2.73459
0.0974;2.71551
0.0976;2.72059
0.0978;2.72981
0.098;2.75542
0.09820000000000001;2.76165
0.0984;2.78743
0.09860000000000001;2.76912
0.0988;2.78243
0.099;2.80461
0.09920000000000001;2.78737
0.0994;2.77639
0.09960000000000001;2.73932
0.0998;2.7287
0.1;2.71426
0.10020000000000001;2.7396
0.1004;2.72806
0.10060000000000001;2.7447
0.1008;2.77228
0.101;2.77102
0.1012;2.75968
0.1014;2.7738
0.10160000000000001;2.79131
0.1018;2.77214
0.10200000000000001;2.75991
0.1022;2.72384
0.1024;2.66533
0.10260000000000001;2.61727
0.1028;2.61484
0.10300000000000001;2.64971
0.1032;2.71009
0.1034;2.69705
0.10360000000000001;2.69313
0.1038;2.69472
0.10400000000000001;2.71587
0.1042;2.73114
0.1044;2.7319
0.1046;2.76753
0.1048;2.76253
0.10500000000000001;2.77492
0.1052;2.76534
0.10540000000000001;2.7037
0.1056;2.67285
0.1058;2.68609
0.10600000000000001;2.72138
0.1062;2.7457
0.10640000000000001;2.95576
0.1066;3.22089
0.1068;3.25792
0.10700000000000001;3.22711
0.1072;3.16981
0.10740000000000001;3.06667
0.1076;3.06082
0.1078;3.04411
0.108;3.03459
0.1082;3.01615
0.10840000000000001;3.01966
0.1086;2.95986
0.10880000000000001;2.94721
0.109;2.93938
0.1092;2.92841
0.10940000000000001;2.91194
0.1096;2.91102
0.10980000000000001;2.88174
0.11;2.88985
0.1102;2.91798
0.11040000000000001;2.90836
0.1106;2.88043
0.11080000000000001;2.85599
0.111;2.85826
0.11120000000000001;2.80509
0.1114;2.86793
0.1116;2.93487
0.11180000000000001;2.9633
0.112;3.02085
0.11220000000000001;3.01952
0.1124;3.01078
0.1126;2.99465
0.11280000000000001;2.99875
0.113;2.97377
0.11320000000000001;2.9931
0.1134;2.98774
0.1136;2.95387
0.11380000000000001;2.92357
0.114;2.91967
0.11420000000000001;2.93041
0.1144;2.90942
0.11460000000000001;2.90642
0.1148;2.87531
0.115;2.853
0.11520000000000001;2.84708
0.1154;2.85243
0.11560000000000001;2.85847
0.1158;2.83167
0.116;2.8515
0.11620000000000001;2.82593
0.1164;2.80757
0.11660000000000001;2.80442
0.1168;2.80324
0.117;2.8729
0.11720000000000001;2.85187
0.1174;2.84712
0.11760000000000001;2.83177
0.1178;2.83958
0.11800000000000001;2.81125
0.1182;2.82197
0.1184;2.81021
0.11860000000000001;2.82786
0.1188;2.82143
0.11900000000000001;2.84429
0.1192;2.83214
0.1194;2.81921
0.11960000000000001;2.85224
0.1198;2.84625
0.12000000000000001;2.84208
0.1202;2.83251
0.12040000000000001;2.87304
0.1206;2.89566
0.1208;2.89975
0.12100000000000001;2.90898
0.1212;2.89663
0.12140000000000001;2.89707
0.1216;2.91405
0.1218;2.8797
0.12200000000000001;2.85986
0.1222;2.84149
0.12240000000000001;2.82005
0.1226;2.81586
0.1228;2.80339
0.12300000000000001;2.83958
0.1232;2.84535
0.12340000000000001;2.82776
0.1236;2.8276
0.12380000000000001;2.80274
0.124;2.79828
0.1242;2.80633
0.12440000000000001;2.78659
0.1246;2.72828
0.12480000000000001;2.7677
0.125;2.7945
0.1252;2.82803
0.1254;2.69467
0.12560000000000002;2.81568
0.1258;2.79532
0.126;2.80985
0.1262;2.69071
0.1264;2.67154
0.12660000000000002;2.79774
0.1268;2.79173
0.127;2.78182
0.1272;2.77799
0.1274;2.73762
0.12760000000000002;2.76419
0.1278;2.79038
0.128;2.74038
0.1282;2.73763
0.12840000000000001;2.74927
0.12860000000000002;2.78637
0.1288;2.84246
0.129;2.80187
0.1292;2.83983
0.12940000000000002;2.83728
0.1296;2.86073
0.1298;2.8729
0.13;2.87722
0.1302;2.87545
0.13040000000000002;2.89839
0.1306;2.89709
0.1308;2.87375
0.131;2.91388
0.1312;2.90371
0.13140000000000002;2.87781
0.1316;2.87698
0.1318;2.86146
0.132;2.84893
0.1322;2.85083
0.13240000000000002;2.84578
0.1326;2.81396
0.1328;2.81324
0.133;2.8274
0.1332;2.80475
0.13340000000000002;2.82515
0.1336;2.84677
0.1338;2.86286
0.134;2.85634
0.1342;2.85488
0.13440000000000002;2.88437
0.1346;2.87369
0.1348;2.89751
0.135;2.87289
0.13520000000000001;2.89726
0.13540000000000002;2.89559
0.1356;2.88784
0.1358;2.90661
0.136;2.90963
0.13620000000000002;2.83215
0.1364;2.87822
0.1366;2.87039
0.1368;2.89802
0.137;2.88576
0.13720000000000002;2.87514
0.1374;2.88302
0.1376;2.82279
0.1378;2.88578
0.138;2.86526
0.13820000000000002;2.86397
0.1384;2.89399
0.1386;2.89665
0.1388;2.91069
0.139;2.92849
0.13920000000000002;2.96105
0.1394;2.9622
0.1396;2.97101
0.1398;2.95396
0.14;2.96318
0.14020000000000002;2.95973
0.1404;2.96044
0.1406;2.94972
0.1408;2.95308
0.14100000000000001;2.89474
0.14120000000000002;2.86197
0.1414;2.86686
0.1416;2.85972
0.1418;2.85297
0.14200000000000002;2.82267
0.1422;2.80738
0.1424;2.80934
0.1426;2.74987
0.1428;2.7531
0.14300000000000002;2.75348
0.1432;2.75771
0.1434;2.74008
0.1436;2.73259
0.1438;2.69579
0.14400000000000002;2.71271
0.1442;2.75316
0.1444;2.74851
0.1446;2.75533
0.1448;2.72267
0.14500000000000002;2.75074
0.1452;2.77791
0.1454;2.7906
0.1456;2.81262
0.1458;2.8074
0.14600000000000002;2.80141
0.1462;2.86537
0.1464;2.89214
0.1466;2.88823
0.1468;2.88452
0.14700000000000002;2.90336
0.1472;2.90949
0.1474;2.91027
0.1476;2.89436
0.14780000000000001;2.86849
0.14800000000000002;2.86803
0.1482;2.88501
0.1484;2.85586
0.1486;2.87644
0.14880000000000002;2.85397
0.149;2.817
0.1492;2.8115
0.1494;2.81855
0.1496;2.76044
0.14980000000000002;2.72333
0.15;2.67143
0.1502;2.69002
0.1504;2.67756
0.1506;2.69081
0.15080000000000002;2.70806
0.151;2.70329
0.1512;2.71046
0.1514;2.72445
0.1516;2.72847
0.15180000000000002;2.756
0.152;2.78704
0.1522;2.77681
0.1524;2.78124
0.1526;2.78512
0.15280000000000002;2.76699
0.153;2.77431
0.1532;2.77776
0.1534;2.75096
0.15360000000000001;2.73975
0.15380000000000002;2.72018
0.154;2.75394
0.1542;2.76287
0.1544;2.76922
0.15460000000000002;2.76753
0.15480000000000002;2.77423
0.155;2.76585
0.1552;2.75516
0.1554;2.7643
0.15560000000000002;2.8278
0.1558;2.82045
0.156;2.8119
0.1562;2.79184
0.1564;2.8587
0.15660000000000002;2.88872
0.1568;2.86777
0.157;2.90712
0.1572;2.94864
0.1574;2.94126
0.15760000000000002;2.98798
0.1578;3.01249
0.158;2.98303
0.1582;2.98026
0.1584;2.97143
0.15860000000000002;2.94533
0.1588;2.90958
0.159;2.92344
0.1592;2.9344
0.15940000000000001;2.96058
0.15960000000000002;2.95409
0.1598;2.94989
0.16;2.91944
0.1602;2.88641
0.16040000000000001;2.86149
0.16060000000000002;2.86252
0.1608;2.81465
0.161;2.82121
0.1612;2.95524
0.16140000000000002;2.99379
0.16160000000000002;3.00996
0.1618;3.03472
0.162;3.05366
0.1622;3.08804
0.16240000000000002;3.0912
0.1626;3.10307
0.1628;3.11082
0.163;3.13992
0.1632;3.14346
0.16340000000000002;3.12566
0.1636;3.11059
0.1638;3.12575
0.164;3.13781
0.1642;3.13703
0.16440000000000002;3.13497
0.1646;3.13836
0.1648;3.12804
0.165;3.09896
0.1652;3.06899
0.16540000000000002;3.06972
0.1656;3.05511
0.1658;3.0347
0.166;3.01182
0.16620000000000001;2.9882
0.16640000000000002;2.96405
0.1666;2.95203
0.1668;2.94331
0.167;2.94514
0.16720000000000002;2.94038
0.16740000000000002;2.92848
0.1676;2.92526
0.1678;2.92876
0.168;2.94144
0.16820000000000002;2.93616
0.16840000000000002;2.91801
0.1686;2.90168
0.1688;2.87638
0.169;2.87356
0.16920000000000002;2.87096
0.1694;2.85633
0.1696;2.86031
0.1698;2.84698
0.17;2.84148
0.17020000000000002;2.83502
0.1704;2.83142
0.1706;2.83862
0.1708;2.82824
0.171;2.83277
0.17120000000000002;2.81177
0.1714;2.76039
0.1716;2.76152
0.1718;2.69113
0.17200000000000001;2.67989
0.17220000000000002;2.71587
0.1724;2.71678
0.1726;2.74335
0.1728;2.75768
0.17300000000000001;2.77943
0.17320000000000002;2.83383
0.1734;2.85566
0.1736;2.88353
0.1738;2.86315
0.17400000000000002;2.84769
0.17420000000000002;2.78718
0.1744;2.7716
0.1746;2.76595
0.1748;2.76232
0.17500000000000002;2.74327
0.1752;2.73152
0.1754;2.69143
0.1756;2.64081
0.1758;2.6654
