index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz_mean;aspect_ratio_xz_std;aspect_ratio_xz_max;aspect_ratio_yz_mean;aspect_ratio_yz_std;aspect_ratio_yz_max;aspect_ratio_xy_mean;aspect_ratio_xy_std;aspect_ratio_xy_max;aspect_ratio_circ_mean;aspect_ratio_circ_std;aspect_ratio_circ_max;aspect_ratio_frontal_xy_mean;aspect_ratio_frontal_xy_std;aspect_ratio_frontal_xy_max;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;5.49515;3.30043;22.5296;6.826262033;4.613998686;0.83964927;-3.132082816;0.963140299;0.623282291;0.426044967;0.173660931;0.097488805;0.090048679;5.277430417;1.35083012;4.73127391;2.056397161;2.056397161;0.899052801;3.069593608;0.743710254;4.183003894;;3.867145937;1.46687092;2.690054649;1.0789129;1.0789129;0.542954453;4.707971942;1.470233016;3.991429484
2;1;5.52372;2.27186;17.4868;7.697129225;4.283004793;0.775384124;-4.336732944;0.722917943;0.507385587;0.319327374;0.151271555;0.073789437;0.088017858;4.364359014;1.377888755;3.62798394;1.547557187;1.547557187;0.672760386;2.390171065;0.839074649;3.031638097;;;;;;;;;;
3;0;5.55781;2.48334;21.056;8.478903412;5.496328221;0.988937769;-2.729380115;1.012085214;0.877918903;0.44068617;0.144817542;0.091673887;0.078894385;6.183508882;2.825185658;5.585773581;2.107107986;2.107107986;0.90423926;4.355185744;1.078112422;5.327540595;;;;;;;;;;
4;1;5.63887;2.21325;16.9812;7.672517791;4.655526678;0.825613408;-4.058539739;0.662293785;0.44453027;0.291505213;0.15238152;0.07534;0.086117963;4.033661091;1.278135671;3.384952472;1.430958506;1.430958506;0.623491941;3.394909583;0.980395507;4.310349088;;;;;;;;;;
5;1;5.64139;2.22009;17.6038;7.929318181;5.0227394;0.890337204;-3.432149136;0.746351142;0.683322413;0.324728657;0.152148867;0.08400942;0.084624711;4.267931269;1.942570392;3.837279352;1.601947186;1.601947186;0.690959143;3.667827337;1.140067701;4.263753113;;;;;;;;;;
6;1;5.77999;2.05528;18.1848;8.847845549;4.759724734;0.823483213;-3.375877339;0.756371304;0.699401609;0.334910614;0.129327632;0.064636674;0.076176775;5.082863507;2.617972221;4.3964924;1.59605705;1.59605705;0.698457956;4.539445167;1.486001519;5.179729322;;;;;;;;;;
7;0;5.82703;1.54302;14.2481;9.23390494;4.256825026;0.730530824;-4.780144431;0.489786094;0.343928252;0.222337108;0.112150313;0.042881088;0.072923942;4.034961856;1.104703688;3.048890405;1.047420377;1.047420377;0.477747669;4.624330434;1.6879113;4.885181089;;;;;;;;;;
8;0;5.84262;2.01556;17.6998;8.781579313;4.679124872;0.800860722;-3.26103245;0.680816392;0.530046506;0.28017944;0.12094471;0.050451419;0.074118974;4.996831847;1.758180299;3.780131117;1.43733314;1.43733314;0.583546423;4.414326172;1.331046023;4.605561957;;;;;;;;;;
9;1;5.79302;1.81923;16.7065;9.183280839;4.412310067;0.761659733;-0.741258901;0.64171118;0.477281115;0.258438431;0.116269584;0.051728934;0.077753055;4.976435435;1.472238862;3.323836377;1.352241793;1.352241793;0.53866895;4.384642992;0.981306648;4.16478215;;;;;;;;;;
