Length [mm],Keyhole depth [mm]
0.0,6.330888697152718
0.0021570319240724763,6.317946505608283
0.004314063848144953,6.1238136324417605
0.0064710957722174285,6.039689387402934
0.008628127696289905,5.88006902502157
0.010785159620362382,5.744176013805005
0.012942191544434857,5.578084555651424
0.015099223468507334,5.474547023295945
0.01725625539257981,5.362381363244176
0.019413287316652286,5.198446937014668
0.021570319240724764,4.946074201898188
0.02372735116479724,4.736842105263158
0.025884383088869714,4.488783433994823
0.028041415012942193,4.225625539257981
0.030198446937014668,3.990509059534081
0.032355478861087146,3.5655737704918034
0.03451251078515962,3.106125970664366
0.036669542709232096,2.6704055220017255
0.03882657463330457,2.2713546160483173
0.04098360655737705,1.973684210526316
0.04314063848144953,1.7148403796376186
0.045297670405522,1.512079378774806
0.04745470232959448,1.3503019844693702
0.04961173425366695,1.2553925798101813
0.05176876617773943,1.1691113028472822
0.05392579810181191,1.0785159620362381
0.056082830025884385,0.9771354616048318
0.05823986194995686,0.9016393442622951
0.060396893874029335,0.8261432269197584
0.06255392579810182,0.7571182053494392
0.06471095772217429,0.6622088006902502
0.06686798964624677,0.5802415875754962
0.06902502157031924,0.5392579810181191
0.07118205349439172,0.5069025021570319
0.07333908541846419,0.4896462467644521
0.07549611734253667,0.48748921484037966
0.07765314926660914,0.4831751509922347
0.07981018119068162,0.4853321829163072
0.0819672131147541,0.4745470232959448
0.08412424503882658,0.4723899913718723
0.08628127696289906,0.4659188955996549
0.08843830888697153,0.45944779982743744
0.090595340811044,0.4551337359792925
0.09275237273511648,0.45297670405522
0.09490940465918896,0.45081967213114754
0.09706643658326143,0.4486626402070751
0.0992234685073339,0.4486626402070751
0.10138050043140638,0.4443485763589301
0.10353753235547886,0.44219154443485764
0.10569456427955135,0.4400345125107852
0.10785159620362382,0.4378774805867127
0.1100086281276963,0.4378774805867127
0.11216566005176877,0.43356341673856774
0.11432269197584125,0.43356341673856774
0.11647972389991372,0.42924935289042276
0.1186367558239862,0.4270923209663503
0.12079378774805867,0.4270923209663503
0.12295081967213115,0.4227782571182054
0.12510785159620363,0.4227782571182054
0.1272648835202761,0.42062122519413286
0.12942191544434858,0.42062122519413286
0.13157894736842105,0.42062122519413286
0.13373597929249353,0.42062122519413286
0.135893011216566,0.4184641932700604
0.13805004314063848,0.42493528904227784
0.14020707506471097,0.42493528904227784
0.14236410698878343,0.4227782571182054
0.14452113891285592,0.4227782571182054
0.14667817083692838,0.41630716134598794
0.14883520276100087,0.41630716134598794
0.15099223468507333,0.4141501294219154
0.15314926660914582,0.4141501294219154
0.15530629853321828,0.4141501294219154
0.15746333045729077,0.4141501294219154
0.15962036238136323,0.41199309749784296
0.16177739430543572,0.41199309749784296
0.1639344262295082,0.41199309749784296
0.16609145815358067,0.41199309749784296
0.16824849007765316,0.4098360655737705
0.17040552200172562,0.4098360655737705
0.1725625539257981,0.4098360655737705
0.17471958584987057,0.4098360655737705
0.17687661777394306,0.40767903364969804
