Length [mm],Keyhole depth [mm]
0.0,5.4486626402070755
0.0021570319240724763,5.351596203623814
0.004314063848144953,5.187661777394306
0.0064710957722174285,5.185504745470233
0.008628127696289905,5.172562553925798
0.010785159620362382,5.161777394305436
0.012942191544434857,5.148835202761001
0.015099223468507334,5.157463330457291
0.01725625539257981,5.161777394305436
0.019413287316652286,5.170405522001726
0.021570319240724764,5.172562553925798
0.02372735116479724,5.1596203623813635
0.025884383088869714,5.118636755823986
0.028041415012942193,5.118636755823986
0.030198446937014668,5.105694564279552
0.032355478861087146,5.064710957722174
0.03451251078515962,4.971958584987058
0.036669542709232096,4.976272648835203
0.03882657463330457,4.99137187230371
0.04098360655737705,5.023727351164798
0.04314063848144953,5.01725625539258
0.045297670405522,5.01725625539258
0.04745470232959448,4.984900776531493
0.04961173425366695,5.00862812769629
0.05176876617773943,4.933132010353753
0.05392579810181191,4.838222605694565
0.056082830025884385,4.814495254529767
0.05823986194995686,4.797238999137187
0.060396893874029335,4.760569456427955
0.06255392579810182,4.792924935289042
0.06471095772217429,4.78213977566868
0.06686798964624677,4.726056945642796
0.06902502157031924,4.6548748921484036
0.07118205349439172,4.665660051768766
0.07333908541846419,4.5297670405522
0.07549611734253667,4.495254529767041
0.07765314926660914,4.430543572044867
0.07981018119068162,4.449956859361519
0.0819672131147541,4.378774805867127
0.08412424503882658,4.443485763589301
0.08628127696289906,4.458584987057809
0.08843830888697153,4.4327006039689385
0.090595340811044,4.305435720448663
0.09275237273511648,4.344262295081967
0.09490940465918896,4.296807592752373
0.09706643658326143,4.2946505608283
0.0992234685073339,4.257981018119068
0.10138050043140638,4.266609145815358
0.10353753235547886,4.186798964624677
0.10569456427955135,4.201898188093184
0.10785159620362382,4.178170836928387
0.1100086281276963,4.1652286453839515
0.11216566005176877,4.191113028472821
0.11432269197584125,4.268766177739431
0.11647972389991372,4.275237273511648
0.1186367558239862,4.260138050043141
0.12079378774805867,4.176013805004314
0.12295081967213115,4.197584124245039
0.12510785159620363,4.059534081104401
0.1272648835202761,4.0250215703192405
0.12942191544434858,3.925798101811907
0.13157894736842105,3.7381363244176016
0.13373597929249353,3.5612597066436584
0.135893011216566,3.4922346850733392
0.13805004314063848,3.4534081104400345
0.14020707506471097,3.3067299396031062
0.14236410698878343,3.1082830025884385
0.14452113891285592,3.011216566005177
0.14667817083692838,2.9227782571182055
0.14883520276100087,2.8947368421052633
0.15099223468507333,2.8429680759275238
0.15314926660914582,2.6660914581535806
0.15530629853321828,2.653149266609146
0.15746333045729077,2.566867989646247
0.15962036238136323,2.5603968938740294
0.16177739430543572,2.5388265746333047
0.1639344262295082,2.530198446937015
0.16609145815358067,2.4741156169111305
0.16824849007765316,2.5215703192407246
0.17040552200172562,2.4741156169111305
0.1725625539257981,2.536669542709232
0.17471958584987057,2.4978429680759278
0.17687661777394306,2.463330457290768
0.17903364969801552,2.364106988783434
0.181190681622088,2.2929249352890424
0.18334771354616047,2.146246764452114
0.18550474547023296,2.1095772217428816
0.18766177739430545,2.014667817083693
0.1898188093183779,2.083692838654012
0.1919758412424504,2.014667817083693
0.19413287316652286,2.0340811044003453
0.19628990509059535,1.9219154443485764
0.1984469370146678,1.993097497842968
0.2006039689387403,1.9305435720448663
0.20276100086281276,1.993097497842968
0.20491803278688525,1.9779982743744609
0.2070750647109577,1.9887834339948232
0.2092320966350302,1.9715271786022432
0.2113891285591027,1.9219154443485764
0.21354616048317515,1.770923209663503
0.21570319240724764,1.7946505608283003
0.2178602243313201,1.7817083692838653
0.2200172562553926,1.7364106988783434
0.22217428817946505,1.7062122519413288
0.22433132010353754,1.6867989646246764
0.22648835202761,1.6156169111302847
0.2286453839516825,1.5681622088006903
0.23080241587575498,1.4667817083692838
0.23295944779982744,1.5746333045729077
0.23511647972389993,1.5012942191544436
0.2372735116479724,1.5573770491803278
0.23943054357204488,1.4689387402933565
0.24158757549611734,1.5918895599654874
0.24374460742018983,1.5185504745470233
0.2459016393442623,1.5660051768766179
0.24805867126833478,1.471095772217429
0.25021570319240727,1.59404659188956
0.25237273511647973,1.589732528041415
0.2545297670405522,1.680327868852459
0.2566867989646247,1.598360655737705
0.25884383088869717,1.639344262295082
0.26100086281276963,1.6156169111302847
0.2631578947368421,1.697584124245039
0.2653149266609146,1.6609145815358068
0.26747195858498707,1.6501294219154443
0.26962899050905953,1.6264020707506472
0.271786022433132,1.6652286453839518
0.2739430543572045,1.6328731665228646
0.27610008628127697,1.7062122519413288
0.27825711820534943,1.7320966350301985
0.28041415012942195,1.9348576358930112
0.2825711820534944,1.906816220880069
0.28472821397756687,1.9413287316652288
0.28688524590163933,1.902502157031924
0.28904227782571185,2.0405522001725624
0.2911993097497843,1.9283865401207938
0.29335634167385677,1.956427955133736
0.29551337359792923,1.8313201035375324
0.29767040552200175,1.775237273511648
0.2998274374460742,1.6954270923209664
0.30198446937014667,1.6501294219154443
0.3041415012942192,1.6156169111302847
0.30629853321829165,1.729939603106126
0.3084555651423641,1.6264020707506472
0.31061259706643657,1.6824849007765315
0.3127696289905091,1.544434857635893
0.31492666091458155,1.5336496980155307
0.317083692838654,1.453839516824849
0.31924072476272647,1.5012942191544436
0.321397756686799,1.5379637618636757
