Length [mm],Keyhole depth [mm]
0.0,6.337359792924936
0.0021570319240724763,6.33304572907679
0.004314063848144953,6.289905090595341
0.0064710957722174285,6.220880069025021
0.008628127696289905,6.065573770491803
0.010785159620362382,5.8347713546160485
0.012942191544434857,5.621225194132873
0.015099223468507334,5.493960310612597
0.01725625539257981,5.3968938740293355
0.019413287316652286,5.353753235547886
0.021570319240724764,5.2998274374460745
0.02372735116479724,5.256686798964624
0.025884383088869714,5.1445211389128565
0.028041415012942193,5.090595340811044
0.030198446937014668,4.9892148403796375
0.032355478861087146,4.846850733390855
0.03451251078515962,4.728213977566868
0.036669542709232096,4.609577221742882
0.03882657463330457,4.393874029335635
0.04098360655737705,4.288179465056083
0.04314063848144953,3.9559965487489217
0.045297670405522,3.813632441760138
0.04745470232959448,3.580672993960311
0.04961173425366695,3.464193270060397
0.05176876617773943,3.278688524590164
0.05392579810181191,3.1945642795513374
0.056082830025884385,3.125539257981018
0.05823986194995686,3.0694564279551337
0.060396893874029335,2.9680759275237274
0.06255392579810182,2.8688524590163933
0.06471095772217429,2.7911993097497843
0.06686798964624677,2.685504745470233
0.06902502157031924,2.528041415012942
0.07118205349439172,2.383520276100086
0.07333908541846419,2.120362381363244
0.07549611734253667,1.8313201035375324
0.07765314926660914,1.589732528041415
0.07981018119068162,1.3740293356341675
0.0819672131147541,1.2381363244176014
0.08412424503882658,1.009490940465919
0.08628127696289906,0.9987057808455565
0.08843830888697153,0.8930112165660052
0.090595340811044,0.8045729076790337
0.09275237273511648,0.6729939603106126
0.09490940465918896,0.6686798964624676
0.09706643658326143,0.7010353753235548
0.0992234685073339,0.729076790336497
0.10138050043140638,0.7484900776531492
0.10353753235547886,0.7269197584124245
0.10569456427955135,0.6492666091458154
0.10785159620362382,0.6535806729939603
0.1100086281276963,0.6190681622088007
0.11216566005176877,0.6169111302847282
0.11432269197584125,0.6233822260569457
0.11647972389991372,0.6492666091458154
0.1186367558239862,0.6449525452976704
0.12079378774805867,0.6535806729939603
0.12295081967213115,0.6449525452976704
0.12510785159620363,0.6298533218291631
0.1272648835202761,0.6104400345125108
0.12942191544434858,0.6061259706643658
0.13157894736842105,0.6104400345125108
0.13373597929249353,0.5910267471958585
0.135893011216566,0.6104400345125108
0.13805004314063848,0.6471095772217429
0.14020707506471097,0.6492666091458154
0.14236410698878343,0.6471095772217429
0.14452113891285592,0.6578947368421053
0.14667817083692838,0.6384814495254529
0.14883520276100087,0.6276962899050906
0.15099223468507333,0.6363244176013805
0.15314926660914582,0.6233822260569457
0.15530629853321828,0.6320103537532356
0.15746333045729077,0.6492666091458154
0.15962036238136323,0.6320103537532356
0.16177739430543572,0.6298533218291631
0.1639344262295082,0.6492666091458154
0.16609145815358067,0.6276962899050906
0.16824849007765316,0.6643658326143227
0.17040552200172562,0.6988783433994823
0.1725625539257981,0.67946505608283
0.17471958584987057,0.6622088006902502
0.17687661777394306,0.6190681622088007
0.17903364969801552,0.6039689387402933
0.181190681622088,0.6018119068162209
0.18334771354616047,0.5716134598792062
0.18550474547023296,0.5586712683347713
0.18766177739430545,0.5629853321829164
0.1898188093183779,0.5802415875754962
0.1919758412424504,0.6018119068162209
0.19413287316652286,0.5996548748921484
0.19628990509059535,0.6557377049180328
0.1984469370146678,0.6773080241587576
0.2006039689387403,0.6708369283865402
0.20276100086281276,0.6363244176013805
0.20491803278688525,0.6104400345125108
0.2070750647109577,0.5845556514236411
0.2092320966350302,0.5823986194995686
0.2113891285591027,0.5780845556514237
0.21354616048317515,0.6061259706643658
0.21570319240724764,0.6039689387402933
0.2178602243313201,0.6169111302847282
0.2200172562553926,0.588869715271786
0.22217428817946505,0.5565142364106989
0.22433132010353754,0.547886108714409
0.22648835202761,0.5371009490940466
0.2286453839516825,0.5090595340811044
0.23080241587575498,0.5414150129421915
0.23295944779982744,0.547886108714409
0.23511647972389993,0.543572044866264
0.2372735116479724,0.5500431406384815
0.23943054357204488,0.5500431406384815
0.24158757549611734,0.5953408110440035
0.24374460742018983,0.6514236410698878
0.2459016393442623,0.67946505608283
0.24805867126833478,0.6988783433994823
0.25021570319240727,0.6471095772217429
0.25237273511647973,0.6039689387402933
0.2545297670405522,0.5608283002588439
0.2566867989646247,0.5371009490940466
0.25884383088869717,0.5220017256255393
0.26100086281276963,0.5284728213977566
0.2631578947368421,0.5392579810181191
0.2653149266609146,0.5543572044866264
0.26747195858498707,0.5392579810181191
0.26962899050905953,0.5522001725625539
0.271786022433132,0.5586712683347713
0.2739430543572045,0.5457290767903366
0.27610008628127697,0.5651423641069888
0.27825711820534943,0.588869715271786
0.28041415012942195,0.588869715271786
0.2825711820534944,0.6298533218291631
0.28472821397756687,0.5867126833477135
0.28688524590163933,0.5780845556514237
0.28904227782571185,0.547886108714409
0.2911993097497843,0.5543572044866264
0.29335634167385677,0.5565142364106989
0.29551337359792923,0.547886108714409
0.29767040552200175,0.5694564279551337
0.2998274374460742,0.593183779119931
0.30198446937014667,0.5910267471958585
0.3041415012942192,0.5996548748921484
0.30629853321829165,0.5565142364106989
0.3084555651423641,0.5349439171699741
0.31061259706643657,0.5392579810181191
0.3127696289905091,0.5414150129421915
0.31492666091458155,0.5500431406384815
0.317083692838654,0.5263157894736842
0.31924072476272647,0.5371009490940466
