index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz_mean;aspect_ratio_xz_std;aspect_ratio_xz_max;aspect_ratio_yz_mean;aspect_ratio_yz_std;aspect_ratio_yz_max;aspect_ratio_xy_mean;aspect_ratio_xy_std;aspect_ratio_xy_max;aspect_ratio_circ_mean;aspect_ratio_circ_std;aspect_ratio_circ_max;aspect_ratio_frontal_xy_mean;aspect_ratio_frontal_xy_std;aspect_ratio_frontal_xy_max;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;6.59373;4.97915;31.9519;6.417139472;4.864956012;0.737815472;-3.385774865;0.912223875;0.40857276;0.450312797;0.151281032;0.082893903;0.075439546;6.272100406;1.138960226;5.969187501;1.942886333;1.942886333;0.952814264;2.759220329;0.570329365;4.048907581;;4.460208072;1.789021624;3.801397038;1.266565288;1.266565288;0.676019495;1.973887652;0.7910544;2.136097984
2;1;6.29876;1.90288;15.0213;7.893981754;5.171808559;0.821083604;-4.903708466;0.436040069;0.368323534;0.18955858;0.139853346;0.083510323;0.068260896;2.803694497;0.588261403;2.776971758;0.990571283;0.990571283;0.424685176;2.490711864;0.704348658;3.840435949;;;;;;;;;;
3;1;6.38115;4.5549;27.6426;6.068761114;4.396677683;0.689010238;-4.515541354;0.700847582;0.26279017;0.492317999;0.168374271;0.098637896;0.075291288;4.885281505;1.941202817;6.538844197;1.55770538;1.55770538;1.033307476;1.541782516;0.492344853;2.888114144;;;;;;;;;;
4;1;6.23483;4.5241;27.3496;6.04531288;4.368245313;0.700619794;-4.779856009;0.724403184;0.267190539;0.504377826;0.175620032;0.107998813;0.078192669;4.88209153;1.937910438;6.450449009;1.613457486;1.613457486;1.060631966;1.392056391;0.491424982;2.704925767;;;;;;;;;;
5;1;6.32813;5.05266;33.0472;6.540554876;4.829069078;0.763111548;-4.199857255;1.032652972;0.459845282;0.483857;0.15216794;0.081096398;0.078696866;7.020645671;1.364151823;6.14836427;2.184771708;2.184771708;1.010129375;1.719188032;0.635499985;2.701018466;;;;;;;;;;
6;1;6.31032;4.96131;33.0599;6.663542492;4.74411462;0.751802543;-4.021650404;1.03931746;0.451762044;0.48682032;0.149714992;0.078397909;0.078892513;7.18181127;1.427980312;6.170678355;2.195260994;2.195260994;1.019832592;1.696417656;0.589516484;2.780179055;;;;;;;;;;
7;1;6.2792;4.89741;33.3043;6.80039041;4.719345565;0.75158389;-4.248906291;1.075809129;0.483734362;0.493477354;0.14742031;0.075545125;0.080662346;7.461287729;1.532740528;6.117815576;2.259074075;2.259074075;1.038184801;1.843783748;0.691492809;2.742400221;;;;;;;;;;
8;1;5.85424;4.67148;32.6747;6.994507094;4.699715553;0.80278833;-5.412130087;1.259860725;0.666062404;0.558768175;0.156670444;0.085405341;0.085356938;8.073141266;1.846918522;6.546253752;2.628855801;2.628855801;1.154100276;1.529904706;0.639479266;2.350906544;;;;;;;;;;
9;1;5.80646;4.58443;32.1401;7.010707983;4.704814167;0.810272381;-5.259313443;1.262457588;0.687489417;0.544649408;0.157955505;0.084578731;0.085073349;7.938226836;1.712801686;6.402115492;2.639217801;2.639217801;1.141225463;1.681154453;0.648078854;2.51520826;;;;;;;;;;
