index;mesh_consistency;depth;volume;surface;s_v_ratio;B_total;B_total_norm;alpha;aspect_ratio_xz_mean;aspect_ratio_xz_std;aspect_ratio_xz_max;aspect_ratio_yz_mean;aspect_ratio_yz_std;aspect_ratio_yz_max;aspect_ratio_xy_mean;aspect_ratio_xy_std;aspect_ratio_xy_max;aspect_ratio_circ_mean;aspect_ratio_circ_std;aspect_ratio_circ_max;aspect_ratio_frontal_xy_mean;aspect_ratio_frontal_xy_std;aspect_ratio_frontal_xy_max;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;4.98123;3.94101;21.5413;5.46593386;3.230953648;0.64862567;5.491853931;0.967521122;0.510667454;0.45355625;0.209287649;0.097693073;0.133010722;4.569172784;1.06780151;3.409922467;2.100060393;2.100060393;1.019942866;3.949966512;1.054586323;4.255181064;;4.157574136;1.366780365;3.31979203;2.06350624;2.06350624;0.9885445;3.663087817;1.173869076;3.603881218
2;1;5.2172;4.51005;26.7463;5.930377712;4.172777532;0.799811687;-8.425960145;1.230955382;0.98439496;0.49541804;0.177365828;0.074835394;0.130005942;6.340656743;2.424677633;3.810733826;2.595542994;2.595542994;1.022364487;6.26943653;2.396488582;5.722967504;;;;;;;;;;
3;1;5.11198;4.12114;24.2844;5.892641357;2.819197683;0.551488402;7.535491862;1.047809094;0.427501895;0.558507662;0.162631646;0.053576938;0.138019711;6.605295261;2.340975604;4.046579;2.208356387;2.208356387;1.155916103;3.554106227;1.260251662;3.347582184;;;;;;;;;;
4;0;5.13078;3.5157;22.1446;6.298774071;2.978318437;0.580480636;10.08295845;0.903069724;0.352379297;0.467744865;0.152619417;0.044926736;0.130489711;6.032360537;1.739271916;3.584534453;1.902929103;1.902929103;0.998337485;5.800768432;1.615287425;5.363353119;;;;;;;;;;
5;1;4.51263;2.90794;21.7374;7.475188621;2.909891356;0.644832693;5.639493779;1.320009193;0.562177159;0.739670658;0.183052155;0.063142621;0.151195423;7.539444209;3.08936003;4.892149807;2.743014208;2.743014208;1.501623222;5.345916729;1.643345319;4.330129901;;;;;;;;;;
6;1;4.74922;2.53804;17.8198;7.021087138;4.102577003;0.863842274;7.939751363;0.977602166;0.800420972;0.524608251;0.184595174;0.06980088;0.148677888;4.670347719;2.170461164;3.528488721;2.077865845;2.077865845;1.167718067;6.083011221;1.593239569;5.078571995;;;;;;;;;;
7;1;5.14112;3.48591;23.0494;6.61216153;3.598669311;0.699977692;7.908456132;1.026961484;0.393119694;0.545967027;0.169638933;0.055135124;0.13480798;6.066742019;1.512223424;4.049960754;2.164308888;2.164308888;1.13209962;2.919237628;0.768180584;3.2126326;;;;;;;;;;
8;1;4.98156;2.71481;17.4027;6.410282856;3.972806326;0.797502454;4.705121833;0.764538795;0.581073669;0.492085612;0.196847369;0.072012278;0.145989208;3.551141712;1.291703087;3.370698545;1.684376449;1.684376449;1.109664442;3.033072838;0.661277304;3.023015343;;;;;;;;;;
9;1;4.60816;3.03466;18.4764;6.088458015;3.374750181;0.732342232;-3.852405094;0.933211052;0.489518512;0.541314104;0.212031511;0.077928489;0.152198925;4.379749309;1.135159297;3.556622376;2.028505397;2.028505397;1.205105725;1.388028291;0.689594437;1.609057869;;;;;;;;;;
10;1;4.60519;2.39853;15.4031;6.421891742;4.151929986;0.901576262;2.659279456;0.738821188;0.658602642;0.533997729;0.205512713;0.078160842;0.157514457;3.191501005;1.415687899;3.390150596;1.644762282;1.644762282;1.200879877;3.19396999;0.879846077;2.922396965;;;;;;;;;;
11;1;4.50588;2.22327;14.7156;6.618899189;3.504386403;0.777736292;2.875220147;0.711267408;0.588088638;0.558406793;0.187078029;0.055935746;0.16242998;3.458181711;1.590155098;3.437830822;1.566691604;1.566691604;1.248597388;3.843038294;1.235574374;3.121780595;;;;;;;;;;
12;1;4.59637;3.45421;24.1815;7.000587689;3.465016912;0.753859439;3.314712683;1.532907308;0.853418781;0.718719337;0.18789809;0.063214515;0.152205327;8.02571097;3.256634757;4.722037988;3.183901966;3.183901966;1.471780992;4.572999729;1.499590598;3.771255246;;;;;;;;;;
13;1;4.68665;2.18679;15.3284;7.009543669;3.816567293;0.814348691;-1.078615679;0.736178616;0.627381563;0.546913254;0.171583762;0.058860376;0.155535404;3.842971107;1.827190051;3.516326447;1.600193919;1.600193919;1.218795942;3.626467115;1.332553446;2.547449722;;;;;;;;;;
14;1;4.27926;2.0976;13.6681;6.51606598;3.307230358;0.772850997;-4.603062529;0.68941092;0.437474447;0.602094521;0.201060833;0.076687966;0.167498586;3.278122294;0.989487949;3.594624496;1.540341672;1.540341672;1.340692082;1.788891534;0.863812563;1.519667397;;;;;;;;;;
15;1;5.23541;2.24119;16.4191;7.326063386;4.274728885;0.816503175;-0.414218929;0.6833482;0.594767057;0.454615207;0.143833997;0.04844479;0.128468258;4.206766111;2.129691066;3.538735682;1.472365786;1.472365786;1.020890436;3.757329366;1.305161825;2.783414414;;;;;;;;;;
16;1;5.26438;2.1822;16.5043;7.563147283;4.489575714;0.852821361;0.331385491;0.680634279;0.619477219;0.430168985;0.141624343;0.048353806;0.128775278;4.249070154;2.295030573;3.340462472;1.463434188;1.463434188;0.974961914;4.519179643;1.50030646;3.422694646;;;;;;;;;;
17;1;4.46426;1.98563;13.91;7.00533332;4.211412809;0.943361903;-4.213905851;0.721156673;0.701835143;0.523833065;0.198240384;0.086760312;0.157789645;3.178284028;1.537962601;3.319819027;1.600340056;1.600340056;1.192419348;3.264019452;1.17844674;2.759800345;;;;;;;;;;
18;1;4.14732;1.77395;11.8919;6.703627498;2.812967721;0.678261557;-4.037268133;0.558842569;0.272108516;0.576321094;0.228155545;0.103506993;0.17212055;2.486869385;0.648026025;3.348357263;1.320161001;1.320161001;1.318873393;0.951639755;0.483489116;1.033969845;;;;;;;;;;
19;1;5.06003;3.08229;22.1635;7.190595304;3.797299879;0.750450072;-0.440743655;1.060501512;0.628822196;0.507719519;0.159782906;0.056550631;0.132549807;6.44449709;1.916702798;3.830405573;2.22898448;2.22898448;1.109161408;3.309780698;1.113302921;2.653973574;;;;;;;;;;
20;1;4.65448;3.07087;20.4071;6.645380625;3.532273464;0.758897549;-1.503517085;1.151671601;0.639882026;0.560784449;0.194735907;0.07743681;0.144330838;5.760540932;1.545446146;3.885409767;2.446181552;2.446181552;1.22809852;3.152462271;1.093981889;2.429923264;;;;;;;;;;
21;0;4.40866;1.9541;13.8346;7.079780973;4.156682471;0.942844871;-1.420875423;0.706892527;0.673619231;0.544118394;0.205785142;0.090246387;0.153206416;3.083442606;1.398193102;3.551537898;1.582451381;1.582451381;1.223646187;3.31573451;1.007384269;2.769267213;;;;;;;;;;
22;1;4.19926;1.91986;12.6559;6.592095257;2.580524807;0.614518941;-1.686549519;0.608936726;0.173705742;0.567875054;0.230077587;0.110386907;0.160694503;2.959482364;0.909683186;3.533879768;1.419920363;1.419920363;1.280689931;0.961793649;0.317003784;0.9019677;;;;;;;;;;
23;1;4.51268;1.72326;12.1895;7.073511832;3.040556478;0.673780653;-0.97926189;0.487912789;0.205983422;0.524107404;0.195958904;0.085045136;0.14442194;2.605339738;0.832238168;3.629001274;1.150049193;1.150049193;1.18267637;2.144685518;0.657094343;1.814312675;;;;;;;;;;
24;1;4.40661;1.68092;11.92;7.091354734;3.09971265;0.703423414;-1.682094761;0.499453489;0.22138579;0.535751746;0.208424284;0.099272895;0.150251554;2.527787625;0.817979189;3.565698535;1.18596138;1.18596138;1.205398254;1.531112227;0.49644098;1.324757589;;;;;;;;;;
25;1;4.35605;1.49755;11.2494;7.511869387;3.18721468;0.731675412;-1.312642541;0.497023673;0.232798966;0.484911101;0.216730915;0.110963128;0.147871122;2.433913439;0.71862796;3.279281951;1.188699557;1.188699557;1.1036214;1.121302351;0.378057686;1.105568096;;;;;;;;;;
26;1;4.30267;1.41843;11.117;7.837538687;3.733781653;0.867782482;-1.561097521;0.605999575;0.496467393;0.427770896;0.216392132;0.120555473;0.134309394;2.668969189;0.814545731;3.184966317;1.392510441;1.392510441;0.980463294;1.440115367;0.417237242;1.470019329;;;;;;;;;;
27;1;4.3294;1.30381;10.081;7.731954809;3.406368657;0.786799246;-2.590992923;0.499781736;0.268744006;0.336967247;0.233935718;0.141701794;0.120309974;2.278054271;0.49902228;2.800825542;1.214355082;1.214355082;0.778913937;1.222484677;0.308494032;1.552425749;;;;;;;;;;
28;1;4.33107;1.66806;12.0216;7.206935002;3.387700506;0.782185581;-1.968828565;0.691728324;0.473561041;0.334169616;0.252351105;0.150309031;0.121950465;2.91604069;0.825410074;2.74020781;1.603471148;1.603471148;0.755919438;1.206316539;0.277540173;1.573960195;;;;;;;;;;
29;1;4.61794;2.4138;16.3647;6.779642058;3.114836663;0.674507824;-0.371713517;0.766626764;0.390856785;0.604774207;0.23360034;0.102733133;0.143110998;3.632190008;1.693672152;4.225910077;1.722650041;1.722650041;1.311259999;2.595415393;0.898655445;2.461546609;;;;;;;;;;
30;0;4.60862;2.41499;15.9694;6.612615373;2.884323009;0.625853945;1.266806039;0.677955527;0.219319122;0.61073228;0.238640566;0.10418748;0.149636985;3.307311994;1.590433992;4.081426003;1.558982486;1.558982486;1.327989724;2.756401547;0.841057044;2.522104927;;;;;;;;;;
31;1;4.62758;3.39499;22.7964;6.714717864;3.547796176;0.766663391;3.025539691;1.289800887;0.536222226;0.701528661;0.226605593;0.098408802;0.136917136;5.855360103;1.775050045;5.123746242;2.714680218;2.714680218;1.462293467;4.099097903;1.129099292;4.042834934;;;;;;;;;;
32;1;4.75735;2.41009;17.6092;7.306449137;5.931103162;1.246724156;2.223446683;1.006408945;0.616570303;0.686738205;0.213611987;0.107874842;0.121394894;4.353232313;1.75337754;5.65706004;2.143748696;2.143748696;1.434430933;3.26203352;0.790108711;3.466454725;;;;;;;;;;
33;1;4.57706;1.48203;10.6089;7.158357118;4.160547587;0.90900001;0.504220858;0.535833327;0.376718457;0.246882934;0.242224045;0.129075295;0.129139011;2.122444287;0.466161956;1.911761073;1.286763746;1.286763746;0.602928517;2.488013116;0.584803935;2.750159455;;;;;;;;;;
34;0;4.62522;1.89758;13.2352;6.974778402;3.815019261;0.824829794;1.275578902;0.72767528;0.51113858;0.315475588;0.225830694;0.111814498;0.126773862;3.210003163;1.044693326;2.4884908;1.641468045;1.641468045;0.699417541;2.927652917;0.667782813;3.215699651;;;;;;;;;;
35;1;4.6733;1.77403;12.2361;6.897346719;4.202168248;0.899186495;2.68396865;0.594075426;0.429256619;0.292542315;0.221573345;0.103282169;0.1250153;2.538867564;0.847488912;2.340052102;1.381805783;1.381805783;0.685243832;2.741529601;0.609769767;3.168439358;;;;;;;;;;
36;1;4.68577;3.0556;18.5967;6.086104202;3.256412638;0.694957848;-0.069256457;0.895872034;0.516292572;0.58609236;0.237918984;0.096527164;0.127860736;3.878668038;1.408542369;4.583833785;1.984316703;1.984316703;1.277632065;2.517096095;0.82012928;2.631326299;;;;;;;;;;
37;1;4.16145;1.83134;12.0646;6.587853703;2.850603739;0.68500252;0.788878749;0.698970236;0.322034701;0.373559456;0.241760677;0.114791766;0.134569201;3.019234473;0.760728802;2.775965486;1.603695147;1.603695147;0.825964508;1.004218653;0.413369592;1.198661436;;;;;;;;;;
38;1;4.52492;3.90375;22.1763;5.680768492;3.669698393;0.810997408;2.786547499;1.36140222;0.765920223;0.707494718;0.2575817;0.103028387;0.129791908;4.871987685;1.29088359;5.450992511;2.893829247;2.893829247;1.496366787;2.685888252;0.682296671;3.297450357;;;;;;;;;;
39;0;4.56684;4.20549;22.9006;5.445405886;2.884938279;0.631714332;4.835555414;1.252284603;0.53160988;0.781329322;0.245563668;0.087678235;0.12478103;4.950606362;0.852613626;6.26160339;2.664399441;2.664399441;1.630085573;2.71487319;0.549776247;3.641382457;;;;;;;;;;
40;1;4.59252;3.56148;19.2;5.391017218;2.745323475;0.597781496;5.226807666;1.035776729;0.630913567;0.478750229;0.236953517;0.0774945;0.121205787;4.168274885;1.302129113;3.949895803;2.250392219;2.250392219;1.056611621;2.73923567;0.554386273;3.813056913;;;;;;;;;;
41;1;4.60796;3.17846;17.081;5.373986144;2.621715895;0.568953701;3.755033595;0.760989215;0.318492413;0.468795736;0.223126086;0.061265885;0.122751717;3.41603377;0.743780633;3.819056459;1.700426015;1.700426015;1.028873949;2.304666187;0.704540078;2.988361753;;;;;;;;;;
42;1;4.46991;2.88365;15.8782;5.506285437;2.271245755;0.508118901;3.327256091;0.756606801;0.222521139;0.46937992;0.207278129;0.047679783;0.124876787;3.631710134;0.474123857;3.758744366;1.670181114;1.670181114;1.02175659;1.374522835;0.439153576;1.800257261;;;;;;;;;;
43;1;4.57062;2.88186;15.7141;5.452763146;2.303267152;0.503928822;2.619015047;0.703610701;0.209775584;0.430591911;0.202436215;0.042812604;0.128060307;3.430568092;0.382664542;3.36241511;1.564894038;1.564894038;0.958283559;1.13355183;0.385961312;1.379636606;;;;;;;;;;
44;0;4.76921;2.93922;15.8578;5.395240914;2.36843329;0.496609143;2.282610688;0.639901651;0.190992974;0.389918037;0.199765293;0.045533034;0.127143279;3.163430328;0.279788988;3.066760888;1.443065722;1.443065722;0.879772541;1.116858085;0.373603353;1.261899854;;;;;;;;;;
45;1;4.8668;2.77486;15.5721;5.611850688;2.388933164;0.490863229;1.936990637;0.610171729;0.19684632;0.357571916;0.185909028;0.037049315;0.122550958;3.218119288;0.370201401;2.917740694;1.369063144;1.369063144;0.81016479;1.097366575;0.393217868;1.239543216;;;;;;;;;;
46;1;5.02156;2.63616;15.3491;5.822522153;2.402288284;0.478394818;1.340743779;0.568511851;0.199716019;0.322591187;0.172020279;0.029516621;0.11777137;3.228047542;0.552217085;2.739130802;1.273043629;1.273043629;0.732905711;1.142051172;0.50952454;1.205162023;;;;;;;;;;
47;1;5.06561;2.47136;14.8317;6.00143241;2.398931467;0.473572081;0.946974656;0.535757229;0.186533747;0.293020189;0.160526487;0.022316451;0.115872126;3.270603432;0.733038553;2.528823793;1.195765526;1.195765526;0.699195161;1.160093902;0.608960034;1.065365279;;;;;;;;;;
48;1;5.16215;2.4055;14.619;6.077322802;2.591112426;0.501944427;0.070150689;0.511642316;0.201798726;0.276556667;0.16391996;0.034048778;0.113413597;3.033358041;0.557435408;2.438478934;1.153219524;1.153219524;0.668002673;1.106069461;0.503666689;1.061309266;;;;;;;;;;
49;1;5.27838;2.28413;14.4625;6.331732432;2.603540472;0.493246123;-0.460596974;0.48325658;0.187247937;0.267149769;0.149397085;0.032133834;0.111788844;3.165274927;0.637439973;2.389771279;1.082741322;1.082741322;0.646965546;1.149685788;0.528433648;1.000321999;;;;;;;;;;
50;1;5.5014;2.28847;14.6867;6.417693918;2.708121884;0.492260494;-0.563375754;0.442499107;0.156291193;0.258320246;0.141374516;0.039061901;0.107694405;3.130212689;0.597839929;2.398641281;0.995794867;0.995794867;0.626280583;1.062545169;0.466390078;0.88807197;;;;;;;;;;
51;1;5.57698;2.30206;14.9866;6.510082274;2.740524349;0.49139935;-1.117777201;0.443996278;0.149428551;0.254661842;0.133107403;0.035831882;0.108516617;3.363938831;0.746915148;2.346754352;0.990264076;0.990264076;0.619752985;1.209925307;0.532261497;1.007780963;;;;;;;;;;
52;1;5.57337;2.18146;14.7164;6.746124155;2.719783002;0.487996132;-1.6368068;0.431000493;0.123668819;0.251257318;0.121059388;0.030724545;0.106856175;3.681722637;1.026401529;2.351359838;0.952466297;0.952466297;0.611082702;1.22736222;0.626887048;1.009539098;;;;;;;;;;
53;1;5.63551;2.23429;15.1763;6.792448608;2.751263988;0.488201421;-2.15207978;0.437320079;0.11723464;0.259103258;0.11031138;0.025839024;0.106826711;4.174001886;1.360870089;2.425453845;0.953551182;0.953551182;0.626983183;1.66472767;0.939560624;1.233285107;;;;;;;;;;
54;0;5.66708;2.26603;15.2886;6.746865664;2.673900946;0.471830457;-1.601329843;0.422141551;0.086504786;0.279300451;0.103269258;0.02282328;0.105914863;4.283338009;1.209138907;2.637027929;0.917792797;0.917792797;0.664767393;1.612900203;0.862731791;1.173880592;;;;;;;;;;
55;1;5.71314;2.33504;15.7706;6.753888584;2.748394343;0.481065464;-1.990159698;0.436028666;0.099613666;0.285443556;0.101849269;0.025288676;0.106638556;4.483320851;1.197444092;2.676738762;0.943071701;0.943071701;0.671301596;2.073963448;1.058524143;1.434351923;;;;;;;;;;
56;1;5.65489;2.35947;16.226;6.876968133;2.730573807;0.482869482;-1.600327429;0.462674768;0.097810597;0.311371751;0.100660417;0.025710324;0.105745647;4.864541648;1.366666754;2.944534934;0.994333412;0.994333412;0.705697193;2.264917247;1.105772976;1.518706311;;;;;;;;;;
