Length [mm],Keyhole depth [mm]
0.0,6.216566005176877
0.0021570319240724,6.210094909404659
0.0043140638481449,6.190681622088007
0.0064710957722174,6.15832614322692
0.0086281276962899,6.128127696289905
0.0107851596203623,6.115185504745471
0.0129421915444348,6.076358930112166
0.0150992234685073,6.033218291630717
0.0172562553925798,6.000862812769629
0.0194132873166522,5.929680759275238
0.0215703192407247,5.912424503882658
0.0237273511647972,5.843399482312338
0.0258843830888697,5.761432269197584
0.0280414150129421,5.69672131147541
0.0301984469370146,5.5823986194995685
0.0323554788610871,5.571613459879206
0.0345125107851596,5.543572044866264
0.036669542709232,5.498274374460742
0.0388265746333045,5.498274374460742
0.040983606557377,5.491803278688525
0.0431406384814495,5.442191544434857
0.045297670405522,5.351596203623814
0.0474547023295944,5.295513373597929
0.0496117342536669,5.168248490077653
0.0517687661777394,5.107851596203624
0.0539257981018119,5.131578947368421
0.0560828300258843,5.112165660051769
0.0582398619499568,5.213546160483175
0.0603968938740293,5.258843830888697
0.0625539257981018,5.271786022433132
0.0647109577221742,5.213546160483175
0.0668679896462467,5.110008628127696
0.0690250215703192,4.993528904227783
0.0711820534943917,4.833908541846419
0.0733390854184641,4.745470232959448
0.0754961173425366,4.723899913718723
0.0776531492666091,4.622519413287317
0.0798101811906816,4.553494391716997
0.0819672131147541,4.434857635893011
0.0841242450388265,4.348576358930112
0.086281276962899,4.260138050043141
0.0884383088869715,4.221311475409836
0.090595340811044,4.068162208800691
0.0927523727351164,3.9430543572044874
0.0949094046591889,3.951682484900777
0.0970664365832614,3.8740293356341673
0.0992234685073339,3.785591026747196
0.1013805004314063,3.878343399482312
0.1035375323554788,3.912855910267472
0.1056945642795513,3.8546160483175154
0.1078515962036238,3.8071613459879208
0.1100086281276963,3.60655737704918
0.1121656600517687,3.421052631578948
0.1143226919758412,3.278688524590164
0.1164797238999137,3.168679896462468
0.1186367558239862,3.1082830025884385
0.1207937877480586,2.957290767903365
0.1229508196721311,2.8602243313201035
0.1251078515962036,2.758843830888697
0.1272648835202761,2.7113891285591025
0.1294219154443485,2.6574633304572908
0.131578947368421,2.6790336496980154
0.1337359792924935,2.5517687661777395
0.135893011216566,2.463330457290768
0.1380500431406384,2.381363244176014
0.1402070750647109,2.3382226056945643
0.1423641069887834,2.301553062985332
0.1445211389128559,2.0707506471095773
0.1466781708369283,2.100949094046592
0.1488352027610008,2.150560828300259
0.1509922346850733,2.180759275237273
0.1531492666091458,2.157031924072476
0.1553062985332182,2.04702329594478
0.1574633304572907,2.018981880931838
0.1596203623813632,2.0038826574633304
0.1617773943054357,1.9844693701466785
0.1639344262295082,1.937014667817084
0.1660914581535806,1.952113891285591
0.1682484900776531,1.8593615185504744
0.1704055220017256,1.8679896462467644
0.1725625539257981,1.9348576358930112
0.1747195858498705,1.9089732528041412
0.176876617773943,1.902502157031924
0.1790336496980155,1.809749784296808
0.181190681622088,1.7320966350301985
0.1833477135461604,1.7256255392579811
0.1855047454702329,1.788179465056083
0.1876617773943054,1.7946505608283003
0.1898188093183779,1.8334771354616048
0.1919758412424504,1.8550474547023297
0.1941328731665228,1.7277825711820536
0.1962899050905953,1.669542709232097
0.1984469370146678,1.6113028472821398
0.2006039689387403,1.5811044003451251
0.2027610008628127,1.553062985332183
0.2049180327868852,1.5767903364969802
0.2070750647109577,1.6048317515099224
0.2092320966350302,1.6652286453839518
0.2113891285591027,1.5638481449525454
0.2135461604831751,1.609145815358067
0.2157031924072476,1.622088006902502
0.2178602243313201,1.6264020707506472
0.2200172562553926,1.59404659188956
0.222174288179465,1.6134598792062125
0.2243313201035375,1.544434857635893
0.22648835202761,1.540120793787748
0.2286453839516825,1.5746333045729075
0.2308024158757549,1.6652286453839518
0.2329594477998274,1.6199309749784296
0.2351164797238999,1.6113028472821398
0.2372735116479724,1.5314926660914585
0.2394305435720448,1.5056082830025883
0.2415875754961173,1.4236410698878343
0.2437446074201898,1.4926660914581535
0.2459016393442623,1.4667817083692838
0.2480586712683347,1.4257981018119068
0.2502157031924072,1.3783433994823124
0.2523727351164797,1.417169974115617
0.2545297670405522,1.4301121656600515
0.2566867989646247,1.5573770491803278
0.2588438308886971,1.5789473684210529
0.2610008628127696,1.60267471958585
0.2631578947368421,1.525021570319241
0.2653149266609146,1.458153580672994
0.267471958584987,1.37618636755824
0.2696289905090595,1.3352027610008628
0.271786022433132,1.2942191544434858
0.2739430543572045,1.3718723037100948
0.2761000862812769,1.37618636755824
0.2782571182053494,1.3826574633304574
0.2804141501294219,1.305004314063848
0.2825711820534944,1.3201035375323555
