Time [s],Keyhole depth [mm]
-1.5600086281276961,6.216566005176877
-1.5599654874892146,6.210094909404659
-1.5599223468507333,6.190681622088007
-1.5598792062122517,6.15832614322692
-1.5598360655737704,6.128127696289905
-1.5597929249352886,6.115185504745471
-1.5597497842968073,6.076358930112166
-1.5597066436583258,6.033218291630717
-1.5596635030198445,6.000862812769629
-1.5596203623813631,5.929680759275238
-1.5595772217428816,5.912424503882658
-1.5595340811044003,5.843399482312338
-1.5594909404659187,5.761432269197584
-1.5594477998274374,5.69672131147541
-1.5594046591889557,5.5823986194995685
-1.5593615185504743,5.571613459879206
-1.5593183779119928,5.543572044866264
-1.5592752372735115,5.498274374460742
-1.5592320966350302,5.498274374460742
-1.5591889559965486,5.491803278688525
-1.5591458153580673,5.442191544434857
-1.5591026747195857,5.351596203623814
-1.5590595340811044,5.295513373597929
-1.5590163934426227,5.168248490077653
-1.5589732528041413,5.107851596203624
-1.5589301121656598,5.131578947368421
-1.5588869715271785,5.112165660051769
-1.558843830888697,5.213546160483175
-1.5588006902502154,5.258843830888697
-1.558757549611734,5.271786022433132
-1.5587144089732525,5.213546160483175
-1.5586712683347712,5.110008628127696
-1.5586281276962894,4.993528904227783
-1.5585849870578081,4.833908541846419
-1.5585418464193266,4.745470232959448
-1.5584987057808453,4.723899913718723
-1.558455565142364,4.622519413287317
-1.5584124245038824,4.553494391716997
-1.558369283865401,4.434857635893011
-1.5583261432269195,4.348576358930112
-1.5582830025884382,4.260138050043141
-1.5582398619499565,4.221311475409836
-1.5581967213114751,4.068162208800691
-1.5581535806729936,3.943054357204488
-1.5581104400345123,3.951682484900777
-1.558067299396031,3.8740293356341673
-1.5580241587575494,3.785591026747196
-1.557981018119068,3.878343399482312
-1.5579378774805865,3.912855910267472
-1.5578947368421052,3.8546160483175154
-1.5578515962036235,3.8071613459879208
-1.5578084555651421,3.60655737704918
-1.5577653149266606,3.421052631578948
-1.5577221742881793,3.278688524590164
-1.557679033649698,3.168679896462468
-1.5576358930112164,3.1082830025884385
-1.557592752372735,2.957290767903365
-1.5575496117342535,2.8602243313201035
-1.5575064710957722,2.758843830888697
-1.5574633304572905,2.7113891285591025
-1.5574201898188091,2.6574633304572908
-1.5573770491803276,2.6790336496980154
-1.5573339085418463,2.5517687661777395
-1.557290767903365,2.463330457290768
-1.5572476272648834,2.381363244176014
-1.5572044866264019,2.3382226056945643
-1.5571613459879203,2.301553062985332
-1.557118205349439,2.0707506471095773
-1.5570750647109572,2.100949094046592
-1.557031924072476,2.150560828300259
-1.5569887834339944,2.180759275237273
-1.556945642795513,2.157031924072476
-1.5569025021570317,2.04702329594478
-1.5568593615185502,2.018981880931838
-1.5568162208800689,2.0038826574633304
-1.5567730802415873,1.9844693701466785
-1.556729939603106,1.937014667817084
-1.5566867989646247,1.952113891285591
-1.556643658326143,1.8593615185504744
-1.5566005176876616,1.8679896462467644
-1.55655737704918,1.9348576358930112
-1.5565142364106987,1.9089732528041408
-1.5564710957722172,1.902502157031924
-1.5564279551337359,1.809749784296808
-1.5563848144952543,1.7320966350301985
-1.556341673856773,1.7256255392579811
-1.5562985332182917,1.788179465056083
-1.55625539257981,1.7946505608283003
-1.5562122519413286,1.8334771354616048
-1.556169111302847,1.8550474547023297
-1.5561259706643658,1.7277825711820536
-1.5560828300258842,1.669542709232097
-1.556039689387403,1.6113028472821398
-1.5559965487489216,1.5811044003451251
-1.55595340811044,1.553062985332183
-1.5559102674719587,1.5767903364969802
-1.555867126833477,1.6048317515099224
-1.5558239861949956,1.6652286453839518
-1.555780845556514,1.5638481449525454
-1.5557377049180325,1.609145815358067
-1.555694564279551,1.622088006902502
-1.5556514236410697,1.6264020707506472
-1.5556082830025884,1.59404659188956
-1.5555651423641068,1.6134598792062125
-1.5555220017256255,1.544434857635893
-1.5554788610871437,1.540120793787748
-1.5554357204486624,1.5746333045729075
-1.5553925798101809,1.6652286453839518
