Time [s],Keyhole depth [mm]
0.1399913718723037,6.537963761863676
0.13994823123382225,6.501294219154444
0.13990509059534081,6.460310612597066
0.13986194995685938,6.374029335634168
0.13981880931837792,6.266177739430543
0.13977566867989644,6.184210526315789
0.139732528041415,6.091458153580673
0.13968938740293357,6.011647972389992
0.13964624676445211,5.8347713546160485
0.13960310612597066,5.534943917169974
0.1395599654874892,5.3666954270923215
0.13951682484900776,5.273943054357205
0.13947368421052633,5.258843830888697
0.13943054357204487,5.174719585849871
0.1393874029335634,5.090595340811044
0.13934426229508198,4.827437446074202
0.13930112165660052,4.663503019844693
0.13925798101811906,4.553494391716997
0.1392148403796376,4.447799827437446
0.13917169974115615,4.3507333908541845
0.13912855910267471,4.30327868852459
0.13908541846419328,4.229939603106126
0.13904227782571182,4.236410698878344
0.13899913718723036,4.255823986194995
0.13895599654874893,4.260138050043141
0.13891285591026747,4.199741156169112
0.13886971527178602,4.242881794650561
0.13882657463330456,4.206212251941329
0.13878343399482312,4.208369283865402
0.13874029335634167,4.152286453839517
0.13869715271786023,4.137187230371009
0.13865401207937877,4.091889559965487
0.13861087144089732,4.12855910267472
0.13856773080241588,4.050905953408111
0.13852459016393442,4.022864538395169
0.138481449525453,3.936583261432269
0.1384383088869715,3.9710957722174287
0.13839516824849007,3.904227782571182
0.13835202761000862,3.8826574633304576
0.13830888697152718,3.8373597929249352
0.13826574633304572,3.899913718723037
0.13822260569456427,3.8891285591026734
0.13817946505608283,3.966781708369284
0.13813632441760137,3.979723899913719
0.13809318377911994,4.0099223468507335
0.13805004314063848,3.984037963761864
0.13800690250215703,4.035806729939603
0.1379637618636756,3.936583261432269
0.13792062122519413,3.904227782571182
0.13787748058671268,3.863244176013805
0.13783433994823122,3.917169974115617
0.13779119930974978,3.8891285591026734
0.13774805867126833,3.904227782571182
0.1377049180327869,3.863244176013805
0.13766177739430543,3.9344262295081966
0.13761863675582398,3.930112165660052
0.13757549611734254,3.958153580672994
0.13753235547886108,3.8977566867989646
0.13748921484037965,3.945211389128559
0.1374460742018982,3.932269197584125
0.13740293356341673,3.988352027610009
0.13735979292493528,4.001294219154444
0.13731665228645384,4.040120793787748
0.13727351164797238,3.9710957722174287
0.13723037100949093,4.029335634167386
0.1371872303710095,4.014236410698879
0.13714408973252804,3.988352027610009
0.1371009490940466,3.9020707506471095
0.13705780845556514,3.86755823986195
0.13701466781708369,3.839516824849008
0.13697152717860223,3.932269197584125
0.13692838654012082,3.85893011216566
0.13688524590163934,3.880500431406385
0.13684210526315788,3.861087144089733
0.13679896462467644,3.943054357204488
0.136755823986195,3.917169974115617
0.13671268334771355,3.968938740293357
0.1366695427092321,3.9344262295081966
0.13662640207075064,3.958153580672994
0.1365832614322692,3.865401207937877
0.13654012079378777,3.87618636755824
0.13649698015530629,3.8330457290767903
0.13645383951682485,3.826574633304573
0.1364106988783434,3.7446074201898174
0.13636755823986196,3.748921484037964
0.1363244176013805,3.729508196721312
0.13628127696289905,3.7036238136324418
0.13623813632441759,3.6712683347713546
0.13619499568593615,3.7100949094046594
0.13615185504745472,3.7338222605694567
0.13610871440897324,3.7446074201898174
0.1360655737704918,3.751078515962036
0.13602243313201035,3.785591026747196
0.1359792924935289,3.759706643658326
0.13593615185504748,3.759706643658326
0.135893011216566,3.748921484037964
0.13584987057808454,3.766177739430544
0.1358067299396031,3.802847282139776
0.13576358930112167,3.8330457290767903
0.1357204486626402,3.8503019844693696
0.13567730802415875,3.880500431406385
0.13563416738567732,3.785591026747196
0.13559102674719586,3.792062122519413
0.13554788610871443,3.7100949094046594
0.13550474547023295,3.7338222605694567
0.1354616048317515,3.7446074201898174
0.13541846419327008,3.781276962899051
0.13537532355478862,3.809318377911993
0.13533218291630714,3.863244176013805
0.1352890422778257,3.852459016393442
