Time [s],Keyhole depth [mm]
-1.5299827437446076,5.716134598792062
-1.529939603106126,5.660051768766178
-1.5298964624676448,5.625539257981019
-1.5298533218291632,5.547886108714409
-1.529810181190682,5.431406384814496
-1.5297670405522001,5.323554788610871
-1.5297238999137188,5.176876617773943
-1.5296807592752373,4.909404659188956
-1.529637618636756,4.874892148403797
-1.5295944779982746,4.823123382226057
-1.529551337359793,4.784296807592752
-1.5295081967213116,4.628990509059534
-1.52946505608283,4.609577221742882
-1.5294219154443487,4.514667817083693
-1.529378774805867,4.465056082830026
-1.5293356341673856,4.27739430543572
-1.529292493528904,4.199741156169112
-1.5292493528904227,4.141501294219155
-1.5292062122519414,4.091889559965487
-1.5291630716134599,4.048748921484038
-1.5291199309749786,3.899913718723037
-1.529076790336497,3.861087144089733
-1.5290336496980157,3.84167385677308
-1.528990509059534,3.755392579810181
-1.5289473684210526,3.6885245901639343
-1.528904227782571,3.572044866264021
-1.5288610871440897,3.4792924935289045
-1.5288179465056084,3.401639344262295
-1.5287748058671269,3.3390854184641934
-1.5287316652286456,3.209663503019845
-1.528688524590164,3.160051768766178
-1.5286453839516827,3.101811906816221
-1.528602243313201,3.043572044866264
-1.5285591026747196,2.9551337359792926
-1.528515962036238,2.862381363244176
-1.5284728213977568,2.7243313201035377
-1.5284296807592754,2.6833477135461608
-1.528386540120794,2.653149266609146
-1.5283433994823126,2.6013805004314063
-1.528300258843831,2.5474547023295946
-1.5282571182053497,2.4784296807592754
-1.528213977566868,2.4029335634167386
-1.5281708369283866,2.3576358930112167
-1.528127696289905,2.323123382226057
-1.5280845556514238,2.305867126833477
-1.5280414150129422,2.2756686798964627
-1.5279982743744607,2.2131147540983607
-1.5279551337359794,1.915444348576359
-1.5279119930974978,1.8442622950819672
-1.5278688524590165,1.7989646246764452
-1.5278257118205347,1.7687661777394306
-1.5277825711820534,1.716997411561691
-1.5277394305435719,1.490509059534081
-1.5276962899050905,1.4150129421915445
-1.5276531492666092,1.4020707506471095
-1.5276100086281277,1.3697152717860224
